"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1393",NA,"Blue Cross & Blue Shield of Rhode Island
                                    
                                        
                                    

                                    
                                        CMS Contract: H4152","RI","POS","No",NA,NA,NA,"Medicare"
"9111",4.5,"Neighborhood Health Plan of Rhode Island","RI","HMO","Yes",4,4.5,4,"Medicaid"
"10109",4.5,"UnitedHealthcare of New England, Inc.dba UnitedHealthcare Community Plan (RI)","RI","HMO","Yes",4.5,4.5,3.5,"Medicaid"
"9112",3.5,"Aetna Health Inc. (Pennsylvania) - North Carolina dba Coventry Health Care of the Carolinas, Inc.","SC","HMO/POS","Yes",2.5,3.5,3,"Commercial"
"10110",3,"BlueChoice HealthPlan of South Carolina","SC","HMO/POS","Yes",3,2.5,2.5,"Commercial"
"11103",3,"Cigna Health and Life Insurance Company - South Carolina","SC","PPO","Yes",3.5,2,2,"Commercial"
"1296",3,"Connecticut General Life Insurance Company - South Carolina","SC","PPO","Yes",3.5,2,2,"Commercial"
"1394",3,"United Healthcare Services, Inc  (South Carolina)","SC","PPO","Yes",2.5,2.5,2.5,"Commercial"
"1482",3,"UnitedHealthcare Insurance Company (South Carolina)","SC","PPO","Yes",2.5,2.5,2.5,"Commercial"
"1581",2.5,"Aetna Life Insurance Company (South Carolina)","SC","PPO/EPO","Yes",3,2,2,"Commercial"
"1675",NA,"Aetna Health Inc. (Pennsylvania) - North Carolina","SC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1769",NA,"Cigna HealthCare of South Carolina, Inc.","SC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1862",NA,"Compass Rose Health Plan","SC","PPO","No",NA,NA,NA,"Commercial"
"9113",4.5,"Aetna Life Insurance Company (South Carolina)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","SC","PPO","Yes",3.5,4,4,"Medicare"
"10111",4,"Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","SC","PPO","Yes",3.5,4,3.5,"Medicare"
"11104",3.5,"UnitedHealthcare Insurance Company-South Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H8748","SC","HMO","Yes",2.5,3,3,"Medicare"
"1297",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","SC","PPO","No",3,3,3,"Medicare"
"1395",2.5,"Cigna HealthCare of South Carolina, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7020","SC","HMO","No",3,3,2.5,"Medicare"
"1483",2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","SC","PPO","No",2.5,2.5,3,"Medicare"
"1582",NA,"AMERICA'S 1ST CHOICE OF SOUTH CAROLINA, INC.
                                    
                                        
                                    

                                    
                                        CMS Contract: H8170","SC","HMO","No",NA,1,NA,"Medicare"
"1676",NA,"Harmony Health Plan of Illinois (South Carolina)","SC","HMO","Yes",NA,NA,NA,"Medicare"
"1770",NA,"Molina Healthcare of South Carolina, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H2533","SC","HMO","No",NA,0.5,NA,"Medicare"
"1863",NA,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","SC","PPO","Yes",NA,2,3,"Medicare"
"9114",3.5,"Select Health of South Carolina, Inc.","SC","HMO","Yes",4,3.5,2.5,"Medicaid"
"10112",3,"Absolute Total Care, Inc.","SC","HMO","Yes",4,3,2,"Medicaid"
"11105",3,"BlueChoice HealthPlan of South Carolina","SC","HMO","Yes",3.5,2.5,2,"Medicaid"
"1298",3,"Molina Healthcare of South Carolina, LLC","SC","HMO","Yes",3.5,2.5,2.5,"Medicaid"
"1396",2.5,"WellCare of South Carolina, Inc.","SC","HMO","Yes",3,2.5,2,"Medicaid"
"9115",4,"Medica Insurance Company (MIC)","SD","PPO","Yes",2,3.5,3.5,"Commercial"
"10113",4,"Medica Self-Insured (MSI)","SD","PPO","Yes",2,3.5,3.5,"Commercial"
"11106",3.5,"Avera Health Plans, Inc.","SD","HMO","Yes",2,2.5,3.5,"Commercial"
"1299",3.5,"Sanford Health Plan","SD","HMO","Yes",2,3.5,3.5,"Commercial"
"1397",2.5,"Cigna Health and Life Insurance Company - Montana/South Dakota","SD","PPO","Yes",2.5,2,2,"Commercial"
"1484",2.5,"Connecticut General Life Insurance Company - Montana/South Dakota","SD","PPO","Yes",2.5,2,2,"Commercial"
"1583",NA,"Aetna Life Insurance Company (South Dakota)","SD","PPO/EPO","Yes",NA,NA,NA,"Commercial"
"1677",NA,"UnitedHealthcare Military & Veterans Services, LLC","SD","POS","Yes",NA,NA,NA,"Commercial"
"1771",NA,"Wellmark of South Dakota, Inc. d/b/a Wellmark Blue Cross and Blue Shield of South Dakota","SD","PPO","Yes",NA,NA,NA,"Commercial"
"1864",NA,"Compass Rose Health Plan","SD","PPO","No",NA,NA,NA,"Commercial"
"1960",NA,"DAKOTACARE","SD","HMO","No",NA,NA,NA,"Commercial"
"9116",3.5,"CHA HMO, Inc (Hawaii/Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0028","SD","HMO","No",2.5,3.5,3.5,"Medicare"
"10114",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","SD","PPO","No",4,3.5,3.5,"Medicare"
"11107",NA,"Medica Health Plans (MHP)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2450","SD","HMO","No",NA,NA,NA,"Medicare"
"170",NA,"[ No Data Submitted for Accounts ]","SD","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"9117",3.5,"Aetna Health Inc. (Pennsylvania) - Tennessee","TN","HMO/POS","Yes",4.5,2.5,2,"Commercial"
"10115",3.5,"BlueCross BlueShield of Tennessee, Inc.","TN","PPO","Yes",3.5,3,3,"Commercial"
"11108",3.5,"Cigna Health and Life Insurance Company - Tennessee","TN","PPO","Yes",3,3,2.5,"Commercial"
"12100",3.5,"Cigna HealthCare of Tennessee, Inc.","TN","HMO/POS","Yes",3.5,3,2.5,"Commercial"
"1398",3.5,"Connecticut General Life Insurance Company - Tennessee","TN","PPO","Yes",3,3,2.5,"Commercial"
"1485",3.5,"UnitedHealthcare Plan of the River Valley, Inc.","TN","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"1584",3.5,"UnitedHealthcare Services Company of the River Valley, Inc.","TN","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"1678",3,"Aetna Life Insurance Company (Tennessee)","TN","PPO/EPO","Yes",3.5,2.5,2,"Commercial"
"1772",3,"Humana Health Plan Inc. (Tennessee)","TN","HMO/POS","Yes",NA,2.5,2.5,"Commercial"
"1865",3,"United Healthcare Services, Inc  (Tennessee)","TN","PPO","Yes",3,2.5,2.5,"Commercial"
"1961",3,"UnitedHealthcare Insurance Company (Tennessee)","TN","PPO","Yes",3,2.5,2.5,"Commercial"
"2054",NA,"Compass Rose Health Plan","TN","PPO","No",NA,NA,NA,"Commercial"
"9118",4.5,"Aetna Life Insurance Company (Tennessee)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","TN","PPO","Yes",3.5,4,4,"Medicare"
"10116",4,"Aetna Health Inc. (Pennsylvania) - Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","TN","HMO","Yes",3,4,3.5,"Medicare"
"11109",4,"Cariten Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4461","TN","HMO","Yes",4,4.5,3,"Medicare"
"12101",4,"Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","TN","PPO","Yes",3.5,4,3.5,"Medicare"
"1399",4,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","TN","HMO/POS","Yes",NA,3.5,3.5,"Medicare"
"1486",3.5,"Humana Insurance Company (Tennessee)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6609","TN","PPO","Yes",3.5,3.5,3,"Medicare"
"1585",3,"HealthSpring of Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H4454","TN","HMO","No",3,4,3,"Medicare"
"1679",3,"HealthSpring of Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H4407","TN","HMO","No",3,3.5,3,"Medicare"
"1773",2.5,"Harmony Health Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1416","TN","HMO/POS","Yes",1.5,2,2,"Medicare"
"1866",2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","TN","PPO","No",2.5,2.5,3,"Medicare"
"1962",NA,"Harmony Health Plan of Illinois (Tennessee)","TN","HMO","Yes",NA,NA,NA,"Medicare"
"2055",NA,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","TN","PPO","Yes",NA,2,3,"Medicare"
"2146",NA,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H7200","TN","HMO","No",NA,NA,NA,"Medicare"
"2239",NA,"BlueCross BlueShield of Tennessee, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7917","TN","PPO","No",NA,NA,NA,"Medicare"
"2336",NA,"BlueCross BlueShield of Tennessee, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H8146","TN","HMO","No",NA,NA,NA,"Medicare"
"2432",NA,"BlueCross BlueShield of Tennessee, Inc.ʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H3259","TN","HMO","No",NA,NA,NA,"Medicare"
"2528",NA,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operationsʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H0251","TN","HMO","No",NA,NA,NA,"Medicare"
"9119",3.5,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: Middle TN","TN","HMO","Yes",3.5,3,3,"Medicaid"
"10117",3.5,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations
                                    
                                        
                                    

                                    
                                        Special Project: East TN","TN","HMO","Yes",4,2.5,3,"Medicaid"
"11110",3.5,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations
                                    
                                        
                                    

                                    
                                        Special Project: Middle TN","TN","HMO","Yes",4,3,3,"Medicaid"
"12102",3.5,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: BlueCare","TN","HMO","Yes",4.5,3,3,"Medicaid"
"13100",3.5,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: TennCare Select","TN","HMO","Yes",4,2,3,"Medicaid"
"1487",3.5,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: BlueCare-Middle","TN","HMO","Yes",4,2.5,2.5,"Medicaid"
"1586",3,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: East TN","TN","HMO","Yes",3.5,2,2,"Medicaid"
"1680",3,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations
                                    
                                        
                                    

                                    
                                        Special Project: West TN","TN","HMO","Yes",3.5,2,2.5,"Medicaid"
"1774",3,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: Blue Care-West","TN","HMO","Yes",4.5,2,2.5,"Medicaid"
"1867",2.5,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: West TN","TN","HMO","Yes",2.5,2,2,"Medicaid"
"9120",4,"Scott and White Health Plan","TX","HMO/POS","Yes",4,3.5,3,"Commercial"
"10118",3.5,"Aetna Health Inc. (Texas)","TX","HMO/POS","Yes",3,2.5,3,"Commercial"
"11111",3.5,"Aetna Life Insurance Company (Texas)","TX","PPO/EPO","Yes",3.5,3,2.5,"Commercial"
"12103",3.5,"Community First Health Plans, Inc.","TX","HMO/POS","Yes",3.5,3,2.5,"Commercial"
"13101",3.5,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Austin, TX","TX","HMO/POS","Yes",NA,3,2.5,"Commercial"
"1488",3.5,"United Healthcare Services, Inc  (Texas)","TX","PPO","Yes",3.5,3,2.5,"Commercial"
"1587",3.5,"UnitedHealthcare Insurance Company (Texas)","TX","PPO","Yes",3.5,3,2.5,"Commercial"
"1681",3,"CHRISTUS Health Plan","TX","HMO","No",4.5,2,2.5,"Commercial"
"1775",3,"Cigna Health and Life Insurance Company - Texas","TX","PPO","Yes",2.5,2.5,2,"Commercial"
"1868",3,"Cigna HealthCare of Texas, Inc.","TX","HMO/POS","Yes",4,2.5,2,"Commercial"
"1963",3,"Connecticut General Life Insurance Company - Texas","TX","PPO","Yes",2.5,2.5,2,"Commercial"
"2056",3,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Houston, TX","TX","HMO/POS","Yes",NA,2.5,2.5,"Commercial"
"2147",3,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Corpus Christi, TX","TX","HMO/POS","Yes",NA,2.5,2,"Commercial"
"2240",3,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / San Antonio, TX","TX","HMO/POS","Yes",NA,3,2.5,"Commercial"
"2337",1.5,"UnitedHealthcare Benefits of Texas, Inc.","TX","HMO","Yes",4,0,1,"Commercial"
"2433",NA,"Blue Cross and Blue Shield of Texas, a Division of Health Care Service Corporation (FEP)","TX","PPO","Yes",NA,NA,NA,"Commercial"
"2529",NA,"Humana Insurance Company (Texas)","TX","PPO","Yes",NA,2.5,2,"Commercial"
"2624",NA,"Oscar Insurance Company of Texas","TX","PPO","Yes",NA,NA,NA,"Commercial"
"2720",NA,"SHA, LLC dba FIRSTCARE","TX","HMO","Yes",NA,NA,NA,"Commercial"
"2818",NA,"TML MultiState Intergovernmental Employee Benefits Pool (TML MultiState IEBP)","TX","PPO","Yes",NA,NA,NA,"Commercial"
"2916",12,"12","TX","12","12",12,12,12,"Commercial"
"9121",4.5,"Aetna Life Insurance Company (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","TX","PPO","Yes",3.5,4,4,"Medicare"
"10119",4.5,"Scott and White Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H4564","TX","HMO","Yes",4.5,4,3.5,"Medicare"
"11112",4,"KS Plan Administrators, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H0332","TX","HMO","No",4.5,5,4,"Medicare"
"12104",4,"Physicians Health Choice of Texas LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4527","TX","HMO","Yes",2.5,4,3.5,"Medicare"
"13102",4,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","TX","PPO","Yes",3.5,4,3.5,"Medicare"
"1489",4,"UnitedHealthcare Benefits of Texas, Inc.(Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H4590","TX","HMO","Yes",3,4,3.5,"Medicare"
"1588",3.5,"Aetna Health Inc. (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H4523","TX","HMO","Yes",NA,3,3,"Medicare"
"1682",3.5,"Humana Health Plan, Inc. (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2649","TX","HMO","Yes",3,3,3,"Medicare"
"1776",3.5,"Humana Insurance Company (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6609","TX","PPO","Yes",3.5,3.5,3,"Medicare"
"1869",3.5,"Insurance Company of Scott and White
                                    
                                        
                                    

                                    
                                        CMS Contract: H8237","TX","HMO","No",3.5,3,3.5,"Medicare"
"1964",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","TX","HMO/POS","No",4,4.5,3.5,"Medicare"
"2057",3,"Bravo Health Texas, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4528","TX","HMO","No",3,3,3,"Medicare"
"2148",3,"Care N' Care Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H6328","TX","PPO","No",4,3,3,"Medicare"
"2241",3,"SelectCare of Texas, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4506","TX","HMO","No",3.5,3.5,3,"Medicare"
"2338",3,"Texas HealthSpring, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4513","TX","HMO","No",2.5,4,3,"Medicare"
"2434",3,"UnitedHealthcare Community Plan of Texas, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4514","TX","HMO","Yes",2,2.5,2.5,"Medicare"
"2530",2.5,"Care Improvement Plus of Texas Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R6801","TX","PPO","No",2.5,2.5,2.5,"Medicare"
"2625",2.5,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H7787","TX","PPO","No",2.5,3,2.5,"Medicare"
"2721",2.5,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H2165","TX","HMO","No",2.5,3,2.5,"Medicare"
"2819",2.5,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H6972","TX","HMO","No",2.5,2,2.5,"Medicare"
"2917",12,"12","TX","12","12",12,12,12,"Medicare"
"9122",4,"Superior HealthPlan, Inc","TX","HMO","Yes",3.5,3.5,3,"Medicaid"
"10120",3.5,"Aetna Better Health of Texas","TX","HMO","Yes",2.5,3.5,2.5,"Medicaid"
"11113",3.5,"AMERIGROUP Texas, Inc.","TX","HMO","Yes",3,3.5,3,"Medicaid"
"12105",3.5,"Community First Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: TX Medicaid","TX","HMO","Yes",3,3.5,2.5,"Medicaid"
"13103",3.5,"Molina Healthcare of Texas, Inc.","TX","HMO","Yes",3,3,2.5,"Medicaid"
"1490",3,"Parkland Community Health Plan","TX","HMO","No",3.5,3.5,2.5,"Medicaid"
"1589",3,"Scott and White Health Plan
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Medicaid / Central, TX","TX","HMO","No",2.5,3.5,3,"Medicaid"
"1683",3,"Sendero Health Plans","TX","HMO","Yes",3,2.5,NA,"Medicaid"
"1777",2.5,"Texas Children's Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: STAR","TX","HMO","Yes",3,3.5,1.5,"Medicaid"
"1870",1.5,"Cook Children's Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: STAR","TX","HMO","No",3.5,1.5,0.5,"Medicaid"
"1965",NA,"Amerigroup Insurance Company","TX","HMO","Yes",NA,NA,NA,"Medicaid"
"2058",NA,"CHRISTUS Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: STAR","TX","HMO","No",NA,2.5,NA,"Medicaid"
"2149",NA,"Community Health Choice, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: CAHPS Sum Only","TX","HMO","No",3,NA,NA,"Medicaid"
"2242",NA,"Driscoll Children's Health Plan","TX","HMO","No",NA,1.5,NA,"Medicaid"
"2339",NA,"SHA, LLC dba FIRSTCARE","TX","HMO","Yes",NA,NA,NA,"Medicaid"
"2435",NA,"HealthSpring Life and Health","TX","HMO","No",NA,NA,NA,"Medicaid"
"2531",NA,"Parkland Community Oriented Primary Care","TX","HMO","No",NA,NA,NA,"Medicaid"
"2626",NA,"Superior HealthPlan Network
                                    
                                        
                                    

                                    
                                        Special Project: STAR","TX","HMO","No",NA,NA,NA,"Medicaid"
"2722",NA,"Superior HealthPlan Network
                                    
                                        
                                    

                                    
                                        Special Project: STAR+PLUS","TX","HMO","No",NA,NA,NA,"Medicaid"
"2820",NA,"United Healthcare - Texas","TX","HMO","No",NA,NA,NA,"Medicaid"
"9123",4,"SelectHealth Inc.","UT","HMO/POS","Yes",3,3.5,3.5,"Commercial"
"10121",3.5,"Aetna Health of Utah, Inc.","UT","HMO/POS","Yes",3.5,3,3.5,"Commercial"
"11114",3.5,"Regence BlueCross BlueShield of Utah","UT","PPO","Yes",3,2.5,3,"Commercial"
"12106",3.5,"United Healthcare Services, Inc  (Utah)","UT","PPO","Yes",2.5,2.5,3,"Commercial"
"13104",3.5,"UnitedHealthcare Insurance Company (Utah)","UT","PPO","Yes",2.5,2.5,3,"Commercial"
"1491",3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.","UT","HMO/POS","Yes",2.5,2.5,2.5,"Commercial"
"1590",3,"Aetna Life Insurance Company (Utah)","UT","PPO/EPO","Yes",2,2,3,"Commercial"
"1684",2,"Cigna Health and Life Insurance Company - Utah","UT","PPO/EPO","No (In process)",1.5,2.5,2.5,"Commercial"
"1778",NA,"HSA Health Insurance Company","UT","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"1871",NA,"Humana Insurance Company (Utah)","UT","PPO","Yes",NA,2.5,2.5,"Commercial"
"1966",NA,"UnitedHealthcare Military & Veterans Services, LLC","UT","POS","Yes",NA,NA,NA,"Commercial"
"2059",NA,"University of Utah Health Insurance Plans","UT","POS","Yes (Interim)",NA,NA,NA,"Commercial"
"2150",NA,"Compass Rose Health Plan","UT","PPO","No",NA,NA,NA,"Commercial"
"2243",NA,"UnitedHealthCare of Utah, Inc.","UT","HMO/POS","No",NA,NA,NA,"Commercial"
"9124",4.5,"Aetna Life Insurance Company (Utah)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","UT","PPO","Yes",3.5,4,4,"Medicare"
"10122",4,"Regence BlueCross BlueShield of Utah
                                    
                                        
                                    

                                    
                                        CMS Contract: H4605","UT","PPO","Yes",4,4,3,"Medicare"
"11115",4,"Sierra Health and Life Insurance Company, Inc. (CO,MT,ND,SD,UT,WY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","UT","PPO","Yes",3.5,4,3.5,"Medicare"
"12107",3.5,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H8649","UT","HMO/POS","No",3.5,2.5,3.5,"Medicare"
"13105",3.5,"Humana Insurance Company (Utah)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6609","UT","PPO","Yes",3.5,3.5,3,"Medicare"
"1492",3.5,"SelectHealth Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1994","UT","POS","No",3.5,3.5,4,"Medicare"
"1591",3.5,"UnitedHealthcare of Utah, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4604","UT","HMO","Yes",3,4.5,3,"Medicare"
"1685",3,"Humana Medical Plan Of Utah, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2486","UT","HMO","No",3,3,3,"Medicare"
"1779",3,"Molina Healthcare of Utah Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5628","UT","HMO","No",2,3,3,"Medicare"
"1872",NA,"UnitedHealthcare Insurance Company(CO,UT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","UT","PPO","Yes",NA,2,3,"Medicare"
"9125",4,"SelectHealth Inc.","UT","HMO","Yes",3.5,3.5,3.5,"Medicaid"
"10123",3.5,"Molina Healthcare of Utah Inc.","UT","HMO","Yes",3.5,3,3.5,"Medicaid"
"11116",NA,"University of Utah Health Plans Healthy U","UT","HMO","No",NA,2.5,3,"Medicaid"
"12108",NA,"Health Choice Utah, Inc.","UT","HMO","No",NA,NA,NA,"Medicaid"
"9126",4,"Blue Cross and Blue Shield of Vermont","VT","HMO/POS","Yes",3.5,3.5,3.5,"Commercial"
"10124",4,"Blue Cross and Blue Shield of Vermont","VT","PPO","Yes",3.5,3.5,3.5,"Commercial"
"11117",4,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","VT","HMO","Yes",5,3.5,3.5,"Commercial"
"12109",4,"The Vermont Health Plan","VT","HMO/POS","Yes",3.5,3.5,3.5,"Commercial"
"13106",3.5,"Cigna Health and Life Insurance Company - Vermont","VT","PPO","Yes",2.5,3.5,3,"Commercial"
"1493",3.5,"Connecticut General Life Insurance Company - Vermont","VT","PPO","Yes",2.5,3.5,3,"Commercial"
"1592",3,"Aetna Life Insurance Company (NH/VT)","VT","PPO/EPO","Yes",3,2,2.5,"Commercial"
"1686",NA,"Compass Rose Health Plan","VT","PPO","No",NA,NA,NA,"Commercial"
"9127",4.5,"MVP Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3305","VT","HMO/POS","Yes",4.5,4.5,3.5,"Medicare"
"10125",4,"MVP Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9615","VT","PPO","No",4.5,4,4,"Medicare"
"11118",4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","VT","PPO","Yes",3.5,4,3.5,"Medicare"
"12110",3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: R7444","VT","PPO","Yes",2.5,3.5,3,"Medicare"
"180",NA,"[ No Data Submitted for Accounts ]","VT","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"9128",4.5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","VA","HMO","Yes",3.5,4.5,4.5,"Commercial"
"10126",4,"Aetna Life Insurance Company (Virginia)","VA","PPO/EPO","Yes",3,3.5,3.5,"Commercial"
"11119",4,"CareFirst of Maryland, Inc.","VA","PPO/EPO","Yes",3.5,3.5,3,"Commercial"
"12111",4,"Group Hospitalization and Medical Services, Inc. (GHMSI)","VA","PPO/EPO","Yes",3.5,3.5,3,"Commercial"
"13107",4,"Innovation Health Insurance Company","VA","PPO","Yes",4,3.5,3.5,"Commercial"
"1494",4,"MD - Individual Practice Association, Inc.","VA","HMO/POS","Yes",3.5,3,3,"Commercial"
"1593",4,"Optima Health Plan","VA","HMO/POS","Yes",4,3.5,3,"Commercial"
"1687",3.5,"Aetna Health Inc. (Pennsylvania) - Maryland","VA","HMO/POS","Yes",3.5,3,3,"Commercial"
"1780",3.5,"Anthem Health Plans of Virginia, Inc. dba Anthem Blue Cross Blue Shield of Virginia","VA","PPO","Yes",4,3,3,"Commercial"
"1873",3.5,"CareFirst BlueChoice","VA","HMO/POS","Yes",3,3.5,3,"Commercial"
"1967",3.5,"Cigna Health and Life Insurance Company - Virginia/District of Columbia","VA","HMO/POS/PPO","Yes",3,3,2.5,"Commercial"
"2060",3.5,"Connecticut General Life Insurance Company - Virginia/District of Columbia","VA","HMO/POS/PPO","Yes",3,3,2.5,"Commercial"
"2151",3.5,"Group Hospitalization and Medical Services, Inc. (GHMSI)","VA","HMO/POS","Yes",3,3.5,3,"Commercial"
"2244",3.5,"HealthKeepers, Inc.","VA","HMO/POS","Yes",2.5,3,3,"Commercial"
"2340",3.5,"Optimum Choice, Inc.","VA","HMO/POS","Yes",2,3,3,"Commercial"
"2436",3.5,"United Healthcare Services, Inc  (Virginia)","VA","PPO","Yes",2.5,3,3,"Commercial"
"2532",3.5,"UnitedHealthcare Insurance Company (Virginia)","VA","PPO","Yes",2.5,3,3,"Commercial"
"2627",3.5,"UnitedHealthcare of the Mid-Atlantic, Inc.","VA","HMO/POS","Yes",2.5,3.5,3,"Commercial"
