"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1552",3.5,"Humana Insurance (Ohio)","MN","PPO","Yes",3.5,3.5,3,"Medicare"
"1648",3.5,"UnitedHealthcare Insurance","MN","PPO","Yes",3,3.5,3,"Medicare"
"1746",NA,"Gundersen Health Plan Minnesota","MN","HMO","No",NA,NA,4.5,"Medicare"
"1843",NA,"Itasca Medical Careʠ","MN","HMO","No",NA,1,2.5,"Medicare"
"1941",NA,"Blue Cross Blue Shield of Minnesota","MN","HMO","No",NA,NA,NA,"Medicare"
"2036",NA,"Medica (H2458)ʠ","MN","HMO","No",NA,NA,NA,"Medicare"
"2135",NA,"UCare (H2456)ʠ","MN","HMO","No",NA,NA,NA,"Medicare"
"966",4,"Blue Plus (MN Care)","MN","HMO","Yes",3.5,2.5,4,"Medicaid"
"1065",4,"Blue Plus (PMAP)","MN","HMO","Yes",4,3,3.5,"Medicaid"
"1162",4,"Medica","MN","HMO","Yes",3.5,3.5,4,"Medicaid"
"1258",NA,"Itasca Medical Care (MN Care)","MN","HMO","No",NA,NA,NA,"Medicaid"
"1356",NA,"Itasca Medical Care (PMAP)","MN","HMO","No",NA,2,2.5,"Medicaid"
"1454",NA,"Metropolitan Health Plan","MN","HMO","No",NA,NA,2,"Medicaid"
"1553",NA,"PrimeWest Health (MA Expan)","MN","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"1649",NA,"PrimeWest Health (MN Care)","MN","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"1747",NA,"First Plan of Minnesota","MN","HMO","No",NA,NA,NA,"Medicaid"
"1844",NA,"HealthPartners (MN Care)","MN","HMO","No",NA,NA,NA,"Medicaid"
"1942",NA,"HealthPartners (PMAP)","MN","HMO","No",NA,NA,NA,"Medicaid"
"2037",NA,"South Country Health Alliance (MN Care)","MN","HMO","No",NA,NA,NA,"Medicaid"
"2136",NA,"South Country Health Alliance (PMAP)","MN","HMO","No",NA,NA,NA,"Medicaid"
"2231",NA,"UCare (MN Care)","MN","HMO","No",NA,NA,NA,"Medicaid"
"2329",NA,"UCare (PMAP)","MN","HMO","No",NA,NA,NA,"Medicaid"
"967",4,"Cigna HealthCare of Tennessee","MS","HMO/POS","Yes",4,3,3,"Commercial"
"1066",2.5,"United HealthCare Services","MS","PPO","Yes",3,1.5,2,"Commercial"
"1163",2.5,"UnitedHealthcare Insurance","MS","PPO","Yes",3,1.5,2,"Commercial"
"1259",2,"Aetna Life Insurance Company (Mississippi)","MS","PPO","Yes",3,1.5,1.5,"Commercial"
"1357",1.5,"Cigna Health and Life Insurance","MS","PPO","Yes",3,1,NA,"Commercial"
"1455",1.5,"Connecticut General Life Insurance (Cigna)","MS","PPO","Yes",3,1,NA,"Commercial"
"1554",NA,"Special Agents Mutual Benefit Association","MS","PPO","No",3,NA,NA,"Commercial"
"1650",NA,"Compass Rose Health Plan","MS","PPO","No",NA,NA,NA,"Commercial"
"968",4,"Aetna Life Insurance Company (Mississippi)","MS","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1067",4,"Aetna Life Insurance Company (Pennsylvania)","MS","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1164",4,"Humana Medical Plan - Florida","MS","HMO","Yes",3,4,3.5,"Medicare"
"1260",3.5,"HealthSpring of Tennessee (H4454)","MS","HMO","No",3.5,4,3.5,"Medicare"
"1358",3.5,"Humana Insurance (Ohio)","MS","PPO","Yes",3.5,3.5,3,"Medicare"
"1456",3.5,"UnitedHealthcare Insurance","MS","PPO","Yes",3,3.5,3,"Medicare"
"1555",3,"HealthSpring of Tennessee (H1415)","MS","HMO","No",3.5,2.5,3,"Medicare"
"1651",3,"HealthSpring of Tennessee (H4407)","MS","HMO","No",3,4,3,"Medicare"
"1748",3,"Humana Insurance","MS","PPO","No",4,3,3,"Medicare"
"1845",1.5,"Windsor Health Plan (TN)","MS","HMO","No",2,1.5,1.5,"Medicare"
"969",2.5,"Magnolia Health Plan","MS","HMO","Yes",3,1.5,2,"Medicaid"
"1068",2.5,"UnitedHealthcare Community Plan (CAN)","MS","HMO","Yes",3.5,1.5,1.5,"Medicaid"
"970",4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO","MO","HMO","Yes",4,3,3.5,"Commercial"
"1069",3.5,"Anthem Blue Cross and Blue Shield in Missouri","MO","HMO/POS","Yes",3,2.5,3.5,"Commercial"
"1165",3.5,"Blue Cross and Blue Shield of Kansas City","MO","PPO","Yes",3.5,2.5,3,"Commercial"
"1261",3.5,"Cigna Health and Life Insurance","MO","PPO","Yes",3.5,3,3.5,"Commercial"
"1359",3.5,"Connecticut General Life Insurance (Cigna)","MO","PPO","Yes",3.5,3,3.5,"Commercial"
"1457",3.5,"Coventry Health Care of Kansas","MO","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"1556",3.5,"Coventry Health Care of Missouri","MO","HMO/POS","Yes",4,3,3,"Commercial"
"1652",3.5,"Humana Health Plan - Kansas City","MO","HMO/POS","Yes",4.5,2.5,2.5,"Commercial"
"1749",3,"Aetna Health (Pennsylvania) - Missouri","MO","HMO/POS","Yes",NA,2,2.5,"Commercial"
"1846",3,"Coventry Health and Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,2.5,2.5,"Commercial"
"1943",3,"Humana Health Plan","MO","HMO/POS","Yes",1.5,3,2.5,"Commercial"
"2038",3,"Humana Insurance (KS, MO)","MO","PPO","Yes",2,2.5,2.5,"Commercial"
"2137",3,"United HealthCare Services","MO","PPO","Yes",3,2.5,2.5,"Commercial"
"2232",3,"UnitedHealthcare Insurance","MO","PPO","Yes",3,2.5,2.5,"Commercial"
"2330",2.5,"Aetna Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,1.5,2,"Commercial"
"2427",2,"Cigna HealthCare of St. Louis","MO","HMO/POS","Yes",3,1.5,NA,"Commercial"
"2523",2,"Coventry Health and Life Insurance Company (Kansas)","MO","PPO","Yes",2.5,1.5,1.5,"Commercial"
"2620",NA,"Coventry Health and Life Insurance Company (Western Missouri)","MO","PPO","Yes",NA,NA,NA,"Commercial"
"2717",NA,"Special Agents Mutual Benefit Association","MO","PPO","No",3,NA,NA,"Commercial"
"2814",NA,"UnitedHealthcare of the Midwest","MO","HMO/POS","Yes",NA,2,2,"Commercial"
"2912",12,"12","MO","12","12",12,12,12,"Commercial"
"971",4,"Aetna Health (Pennsylvania)","MO","HMO","Yes",3.5,4,3,"Medicare"
"1070",4,"Aetna Health (Pennsylvania) - Missouri","MO","HMO","Yes",3.5,4,3,"Medicare"
"1166",4,"Aetna Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1262",4,"Aetna Life Insurance Company (Pennsylvania)","MO","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1360",4,"Essence Healthcare","MO","HMO","No",5,4.5,3.5,"Medicare"
"1458",4,"Humana Health Plan","MO","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1557",4,"Humana Health Plan - Kansas City","MO","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1653",3.5,"Coventry Health Care of Kansas","MO","HMO","No",3,3.5,3.5,"Medicare"
"1750",3.5,"Coventry Health Care of Missouri (H2663)","MO","HMO/POS","No",3.5,4.5,3.5,"Medicare"
"1847",3.5,"Coventry Health Care of Missouri (H2667)","MO","HMO/POS","No",4,4.5,3.5,"Medicare"
"1944",3.5,"Humana Insurance (KS, MO)","MO","PPO","Yes",3.5,3,3,"Medicare"
"2039",3.5,"Humana Insurance (Ohio)","MO","PPO","Yes",3.5,3.5,3,"Medicare"
"2138",3.5,"United Healthcare Insurance","MO","PPO","Yes",3.5,3.5,3,"Medicare"
"2233",3.5,"UnitedHealthcare Insurance","MO","HMO/POS","Yes",3,3,3,"Medicare"
"2331",3.5,"UnitedHealthcare Insurance","MO","PPO","Yes",3,3.5,3,"Medicare"
"2428",3.5,"UnitedHealthcare of the Midwest","MO","HMO/POS","Yes",3.5,3,3,"Medicare"
"2524",3,"Coventry Health and Life Insurance (Missouri)","MO","PPO","No",3,3,3,"Medicare"
"2621",3,"Coventry Health and Life Insurance Company","MO","PPO","No",3.5,3,3,"Medicare"
"2718",3,"Humana Insurance","MO","PPO","No",4,3,3,"Medicare"
"2815",2.5,"Care Improvement Plus South Central Insurance (H6528)","MO","PPO","No",2.5,2.5,2,"Medicare"
"2913",12,"12","MO","12","12",12,12,12,"Medicare"
"972",3.5,"Aetna Better Health of Missouri","MO","HMO","Yes",4,3,2.5,"Medicaid"
"1071",2.5,"Missouri Care Health Plan","MO","HMO","Yes",3,2,2.5,"Medicaid"
"1167",NA,"Home State Health Plan","MO","HMO","Yes",NA,NA,NA,"Medicaid"
"973",2.5,"PacificSource Health Plans - Montana","MT","PPO","Yes",2,1.5,2,"Commercial"
"1072",2.5,"United HealthCare Services","MT","PPO","Yes",2,2,2.5,"Commercial"
"1168",2.5,"UnitedHealthcare Insurance","MT","PPO","Yes",2,2,2.5,"Commercial"
"1263",2,"Cigna Health and Life Insurance","MT","PPO","Yes",3,1.5,NA,"Commercial"
"1361",2,"Connecticut General Life Insurance (Cigna)","MT","PPO","Yes",3,1.5,NA,"Commercial"
"1459",NA,"Aetna Life Insurance Company (ND/SD/WY/MT)","MT","PPO","Yes",NA,NA,NA,"Commercial"
"1558",NA,"Montana Health Cooperative","MT","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"1654",NA,"Montana Health Cooperative","MT","POS","Yes (Interim)",NA,NA,NA,"Commercial"
"1751",NA,"Special Agents Mutual Benefit Association","MT","PPO","No",3,NA,NA,"Commercial"
"1848",NA,"Allegiance Life & Health","MT","HMO","No",NA,NA,NA,"Commercial"
"1945",NA,"Compass Rose Health Plan","MT","PPO","No",NA,NA,NA,"Commercial"
"974",4,"Aetna Life Insurance Company (Pennsylvania)","MT","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1073",3.5,"Humana Insurance (Ohio)","MT","PPO","Yes",3.5,3.5,3,"Medicare"
"1169",3.5,"UnitedHealthcare Insurance","MT","PPO","Yes",3,3.5,3,"Medicare"
"1264",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H0107)","MT","PPO","No",NA,NA,NA,"Medicare"
"1362",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H8634)","MT","PPO","No",NA,NA,1,"Medicare"
"1460",NA,"New West Health Services","MT","PPO","No",NA,NA,NA,"Medicare"
"140",NA,"[ No Data Submitted for Accounts ]","MT","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"975",4,"Health Alliance Midwest","NE","HMO/POS","Yes",3,3.5,3.5,"Commercial"
"1074",3.5,"Coventry Health Care of Nebraska","NE","HMO/POS","Yes",3.5,3.5,2.5,"Commercial"
"1170",3.5,"Health Alliance Midwest","NE","PPO","Yes",2.5,3.5,3,"Commercial"
"1265",3.5,"United HealthCare Services","NE","PPO","Yes",3,3,3,"Commercial"
"1363",3.5,"UnitedHealthcare Insurance","NE","PPO","Yes",3,3,3,"Commercial"
"1461",3,"Coventry Health and Life Insurance Company (Nebraska)","NE","PPO","Yes",3,2.5,1.5,"Commercial"
"1559",2,"Aetna Life Insurance Company (Nebraska)","NE","PPO","Yes",2.5,2,1.5,"Commercial"
"1655",2,"Cigna Health and Life Insurance","NE","PPO","Yes",3,1.5,NA,"Commercial"
"1752",2,"Connecticut General Life Insurance (Cigna)","NE","PPO","Yes",3,1.5,NA,"Commercial"
"1849",NA,"Avera Health Plans","NE","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"1946",NA,"Special Agents Mutual Benefit Association","NE","PPO","No",3,NA,NA,"Commercial"
"2040",NA,"Blue Cross and Blue Shield of Nebraska","NE","PPO","No",NA,NA,NA,"Commercial"
"2139",NA,"Compass Rose Health Plan","NE","PPO","No",NA,NA,NA,"Commercial"
"976",4.5,"Health Alliance Midwest (H1463)","NE","HMO","Yes",4,4.5,3.5,"Medicare"
"1075",4,"Aetna Life Insurance Company (Pennsylvania)","NE","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1171",4,"Health Alliance Midwest","NE","PPO","Yes",4.5,3.5,3,"Medicare"
"1266",4,"UnitedHealthcare of the Midlands","NE","HMO","Yes",3.5,4,3.5,"Medicare"
"1364",3.5,"Coventry Health Care of Nebraska","NE","HMO","No",3.5,3.5,3.5,"Medicare"
"1462",3.5,"Coventry Health Care of Nebraska","NE","PPO","No",3.5,3,3.5,"Medicare"
"1560",3.5,"Humana Health Plan - Kentucky","NE","HMO","Yes",3,3,3,"Medicare"
"1656",3.5,"Humana Insurance (Ohio)","NE","PPO","Yes",3.5,3.5,3,"Medicare"
"1753",3.5,"UnitedHealthcare Insurance","NE","PPO","Yes",3,3.5,3,"Medicare"
"1850",2,"Care Improvement Plus of Texas (H0084)","NE","PPO","No",2.5,2,2,"Medicare"
"1947",2,"Care Improvement Plus of Texas (R6801)","NE","PPO","No",2.5,2,2,"Medicare"
"2041",NA,"Health Alliance Midwest (H1737)","NE","HMO","Yes",NA,NA,NA,"Medicare"
"977",4,"UnitedHealthcare Community Plan","NE","HMO","Yes",4,3,3.5,"Medicaid"
"1076",3.5,"Aetna Better Health of Nebraska","NE","HMO","Yes",3.5,2.5,NA,"Medicaid"
"1172",2.5,"Arbor Health Plan","NE","HMO","Yes (Interim)",4,2,2,"Medicaid"
"978",3.5,"Altius Health Plans","NV","HMO/POS","Yes",3,2.5,3,"Commercial"
"1077",3.5,"HMO Colorado","NV","HMO/POS","Yes",2,3.5,3.5,"Commercial"
"1173",3,"Aetna Health (Pennsylvania) - Arizona","NV","HMO/POS","Yes",3,2,2.5,"Commercial"
"1267",3,"Cigna Health and Life Insurance","NV","PPO","Yes",2,2,2.5,"Commercial"
"1365",3,"Connecticut General Life Insurance (Cigna)","NV","PPO","Yes",2,2,2.5,"Commercial"
"1463",3,"Health Plan of Nevada","NV","HMO/POS","Yes",1.5,3,3,"Commercial"
"1561",3,"Humana Health Plan","NV","HMO/POS","Yes",1.5,3,2.5,"Commercial"
"1657",3,"Prominence HealthFirst","NV","HMO/POS","Yes",2,3,3,"Commercial"
"1754",2.5,"United HealthCare Services","NV","PPO","Yes",2,2,2,"Commercial"
"1851",2.5,"UnitedHealthcare Insurance","NV","PPO","Yes",2,2,2,"Commercial"
"1948",2,"Aetna Life Insurance Company (Nevada)","NV","PPO","Yes",2,1.5,2,"Commercial"
"2042",2,"Sierra Health & Life","NV","PPO","Yes",1.5,1.5,1.5,"Commercial"
"2140",NA,"Nevada Health Co-Op","NV","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2234",NA,"Special Agents Mutual Benefit Association","NV","PPO","No",3,NA,NA,"Commercial"
"2332",NA,"Compass Rose Health Plan","NV","PPO","No",NA,NA,NA,"Commercial"
"979",4,"Aetna Life Insurance Company (Nevada)","NV","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1078",4,"Aetna Life Insurance Company (Pennsylvania)","NV","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1174",4,"Humana Health Plan","NV","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1268",3.5,"CareMore HealthPlan (H0544)","NV","HMO","No",3.5,4,3,"Medicare"
"1366",3.5,"Health Plan of Nevada","NV","HMO","Yes",1.5,3,4,"Medicare"
"1464",3.5,"UnitedHealthcare Insurance","NV","PPO","Yes",3,3.5,3,"Medicare"
"1562",3,"Aetna Health (Pennsylvania) - Nevada","NV","HMO","Yes",1.5,2,3,"Medicare"
"1658",3,"CareMore HealthPlan (H2593)","NV","HMO","No",2,3.5,3.5,"Medicare"
"1755",3,"CareMore HealthPlan (H3447)","NV","HMO","No",2.5,3.5,3.5,"Medicare"
"1852",3,"CareMore HealthPlan (H4346)","NV","HMO","No",2,3,3.5,"Medicare"
"1949",3,"Humana Health Plan of Nevada","NV","HMO","No",2.5,3.5,3.5,"Medicare"
"2043",2.5,"PacifiCare of Nevada","NV","HMO","No",1.5,2.5,2.5,"Medicare"
"2141",NA,"Hometown Health - Nevada","NV","HMO","No",NA,NA,NA,"Medicare"
"980",3,"AMERIGROUP Nevada","NV","HMO","Yes",2,2,2.5,"Medicaid"
"1079",NA,"Health Plan of Nevada","NV","HMO","No",1.5,NA,NA,"Medicaid"
"981",4.5,"Anthem Blue Cross and Blue Shield in New Hampshire","NH","HMO/POS","Yes",4,4.5,3.5,"Commercial"
"1080",4.5,"Anthem Health Plan of New Hampshire","NH","HMO/POS","Yes",4,4.5,3.5,"Commercial"
"1175",4.5,"Cigna Health and Life Insurance","NH","HMO/POS/PPO","Yes",4,4,3.5,"Commercial"
"1269",4.5,"Connecticut General Life Insurance (Cigna)","NH","HMO/POS/PPO","Yes",4,4,3.5,"Commercial"
"1367",4.5,"Harvard Pilgrim Health Care of New England","NH","HMO/POS","Yes",4,4.5,4.5,"Commercial"
"1465",4.5,"Martin's Point US Family Health Plan","NH","HMO","Yes",5,3.5,3.5,"Commercial"
"1563",3.5,"UnitedHealthcare Insurance","NH","PPO","Yes",3.5,3,2.5,"Commercial"
"1659",3.5,"UnitedHealthCare Services","NH","PPO","Yes",3.5,3,2.5,"Commercial"
"1756",2.5,"Aetna Life Insurance Company (NH/VT)","NH","PPO","Yes",2.5,2.5,2,"Commercial"
"1853",NA,"Maine Community Health Options","NH","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"1950",NA,"Minuteman Health","NH","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"2044",NA,"Special Agents Mutual Benefit Association","NH","PPO","No",3,NA,NA,"Commercial"
"2142",NA,"Compass Rose Health Plan","NH","PPO","No",NA,NA,NA,"Commercial"
"982",4.5,"Martin's Point Generations","NH","HMO/POS","Yes",4.5,4,3.5,"Medicare"
"1081",4.5,"Martin's Point Generations","NH","PPO","Yes",4.5,3.5,3.5,"Medicare"
"1176",4,"Aetna Life Insurance Company (Pennsylvania)","NH","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1270",3.5,"Humana Insurance (Ohio)","NH","PPO","Yes",3.5,3.5,3,"Medicare"
"1368",3.5,"UnitedHealthcare Insurance","NH","PPO","Yes",3,3.5,3,"Medicare"
"1466",3,"Northeast Community Care","NH","HMO","No",3.5,3,3,"Medicare"
"1564",3,"UnitedHealthcare Insurance of Massachusettsʠ","NH","HMO","No",2,3.5,3.5,"Medicare"
"1660",NA,"Care Improvement Plus South Central Insurance","NH","HMO/POS","No",NA,2,2,"Medicare"
"983",4,"Well Sense Health Plan","NH","HMO","Yes",3,3,3.5,"Medicaid"
"1082",3.5,"New Hampshire Healthy Families","NH","HMO","No (In process)",3.5,3,3,"Medicaid"
"984",3.5,"Aetna Health (New Jersey)","NJ","HMO/POS","Yes",4,3,2.5,"Commercial"
"1083",3.5,"AmeriHealth HMO - New Jersey","NJ","HMO/POS","Yes",3,3,3,"Commercial"
"1177",3.5,"AmeriHealth Insurance Company of New Jersey","NJ","PPO","Yes (Interim)",4,3.5,3,"Commercial"
"1271",3.5,"AmeriHealth Insurance Company of New Jersey (POS)","NJ","POS","Yes (Interim)",3,3,3,"Commercial"
"1369",3.5,"Cigna Health and Life Insurance","NJ","PPO","Yes",2.5,3.5,3.5,"Commercial"
"1467",3.5,"Cigna HealthCare of New Jersey","NJ","HMO/POS","Yes",3,3.5,3.5,"Commercial"
"1565",3.5,"Connecticut General Life Insurance (Cigna)","NJ","PPO","Yes",2.5,3.5,3.5,"Commercial"
"1661",3.5,"Horizon Blue Cross Blue Shield of New Jersey","NJ","POS","Yes",3,3,3.5,"Commercial"
"1757",3.5,"Horizon Blue Cross Blue Shield of New Jersey","NJ","PPO","Yes",2.5,2.5,3.5,"Commercial"
"1854",3.5,"Horizon Healthcare of New Jersey","NJ","HMO","Yes",3,3,3.5,"Commercial"
"1951",3,"Aetna Life Insurance Company (New Jersey)","NJ","PPO","Yes",2.5,3,2.5,"Commercial"
"2045",3,"United HealthCare Services","NJ","PPO","Yes",3,3,2,"Commercial"
"2143",3,"UnitedHealthcare Insurance","NJ","PPO","Yes",3,3,2,"Commercial"
"2235",2.5,"Oxford Health Insurance","NJ","PPO","Yes",2,2.5,2,"Commercial"
"2333",2.5,"Oxford Health Plans of New Jersey","NJ","HMO/POS","Yes",1.5,2.5,2,"Commercial"
"2429",NA,"Freelancers Consumer Operated and Oriented Program of New Jersey","NJ","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"2525",NA,"Oscar Insurance Corporation","NJ","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"2622",NA,"Special Agents Mutual Benefit Association","NJ","PPO","No",3,NA,NA,"Commercial"
"2719",NA,"Compass Rose Health Plan","NJ","PPO","No",NA,NA,NA,"Commercial"
"985",4.5,"Geisinger Health Plan","NJ","HMO","Yes",4,4,4,"Medicare"
"1084",4,"Aetna Health (New Jersey)","NJ","HMO","Yes",3.5,3,3,"Medicare"
"1178",4,"Aetna Life Insurance Company (New Jersey)","NJ","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1272",4,"Aetna Life Insurance Company (Pennsylvania)","NJ","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1370",4,"AmeriHealth HMO - New Jersey","NJ","HMO","Yes",4,3,3,"Medicare"
"1468",4,"UnitedHealthcare Insurance","NJ","HMO","No",4,5,4,"Medicare"
"1566",3.5,"UnitedHealthcare Insurance","NJ","PPO","Yes",3,3.5,3,"Medicare"
"1662",3,"Horizon Healthcare of New Jersey","NJ","HMO","Yes",2.5,2.5,2.5,"Medicare"
"1758",3,"Oxford Health Plans","NJ","HMO/POS","Yes",1.5,2.5,2.5,"Medicare"
"1855",2,"WellCare of New Jersey","NJ","HMO","No",1.5,2,2.5,"Medicare"
"1952",NA,"Care Improvement Plus South Central Insurance","NJ","HMO/POS","No",NA,2,2,"Medicare"
"2046",NA,"CarePoint Insurance Company","NJ","PPO","No",NA,NA,1.5,"Medicare"
"2144",NA,"Geisinger Quality Options","NJ","PPO","No (Scheduled)",NA,NA,2,"Medicare"
"2236",NA,"Horizon Blue Cross Blue Shield of New Jersey","NJ","PPO","Yes",NA,NA,NA,"Medicare"
"986",3.5,"AMERIGROUP New Jersey","NJ","HMO","Yes",3,3,3,"Medicaid"
"1085",3.5,"Horizon NJ Health","NJ","HMO","Yes",3,3.5,3,"Medicaid"
"1179",3,"UnitedHealthcare Community Plan (NJ)","NJ","HMO","Yes",2.5,3,2.5,"Medicaid"
"1273",NA,"WellCare Health Plans of New Jersey","NJ","HMO","No",1.5,NA,NA,"Medicaid"
"987",3,"Presbyterian Health Plan","NM","HMO/POS","Yes",2,3,3,"Commercial"
"1086",2.5,"Aetna Life Insurance Company (New Mexico)","NM","PPO","Yes",2.5,1.5,1.5,"Commercial"
"1180",2.5,"Blue Cross and Blue Shield of New Mexico","NM","HMO/PPO","Yes",2,2,2,"Commercial"
"1274",2.5,"Presbyterian Insurance","NM","PPO","Yes",1.5,2,2.5,"Commercial"
"1371",2.5,"United HealthCare Services","NM","PPO","Yes",2,2,2,"Commercial"
"1469",2.5,"UnitedHealthcare Insurance","NM","PPO","Yes",2,2,2,"Commercial"
"1567",1.5,"Cigna Health and Life Insurance","NM","PPO","Yes",1.5,1,NA,"Commercial"
"1663",1.5,"Connecticut General Life Insurance (Cigna)","NM","PPO","Yes",1.5,1,NA,"Commercial"
"1759",NA,"New Mexico Health Connections","NM","HMO","Yes",NA,NA,NA,"Commercial"
"1856",NA,"New Mexico Health Connections","NM","PPO","Yes",NA,NA,NA,"Commercial"
"1953",NA,"Special Agents Mutual Benefit Association","NM","PPO","No",3,NA,NA,"Commercial"
"2047",NA,"Compass Rose Health Plan","NM","PPO","No",NA,NA,NA,"Commercial"
"988",4,"Aetna Life Insurance Company (New Mexico)","NM","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1087",4,"Aetna Life Insurance Company (Pennsylvania)","NM","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1181",4,"Humana Health Plan - Kansas City","NM","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1275",4,"Presbyterian Health Plan","NM","HMO","Yes",2.5,4,3.5,"Medicare"
"1372",3.5,"Humana Insurance (Ohio)","NM","PPO","Yes",3.5,3.5,3,"Medicare"
"1470",3.5,"Presbyterian Insurance","NM","PPO","Yes",3,3.5,3,"Medicare"
"1568",3.5,"UnitedHealthcare Insurance","NM","PPO","Yes",3,3.5,3,"Medicare"
"1664",3,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3822)","NM","HMO","No",3,3.5,2.5,"Medicare"
"1760",3,"UnitedHealthcare Insurance","NM","PPO","Yes",2.5,2.5,2.5,"Medicare"
"1857",2.5,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3251)","NM","HMO","No",3,3,2,"Medicare"
"1954",2.5,"Molina Healthcare of New Mexicoʠ","NM","HMO","No",2.5,3,2.5,"Medicare"
"2048",2.5,"UnitedHealthcare Insurance (New Mexico)ʠ","NM","PPO","No",2,3,2.5,"Medicare"
"2145",2,"Care Improvement Plus of Texas (H0084)","NM","PPO","No",2.5,2,2,"Medicare"
"2237",2,"Care Improvement Plus of Texas (R6801)","NM","PPO","No",2.5,2,2,"Medicare"
"2334",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H0107)","NM","PPO","No",NA,NA,NA,"Medicare"
"2430",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3979)","NM","HMO","No",NA,NA,2,"Medicare"
"2526",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H8634)","NM","PPO","No",NA,NA,1,"Medicare"
"2623",NA,"Care Improvement Plus South Central Insurance","NM","HMO/POS","No",NA,2,2,"Medicare"
"989",3,"Blue Cross and Blue Shield of New Mexico","NM","HMO","Yes",3,2,2.5,"Medicaid"
"1088",3,"Molina Healthcare of New Mexico","NM","HMO","Yes",2.5,3,2.5,"Medicaid"
"1182",3,"Presbyterian Health Plan","NM","HMO","Yes",2.5,2.5,2.5,"Medicaid"
"1276",NA,"UnitedHealthcare Community Plan","NM","HMO","Yes",NA,NA,NA,"Medicaid"
"990",5,"Capital District Physicians' Health Plan","NY","HMO","Yes",4.5,4.5,4,"Commercial"
"1089",5,"Capital District Physicians' Healthcare Network","NY","HMO/POS","Yes",4.5,4.5,4,"Commercial"
"1183",4.5,"Capital District Physicians' Healthcare Network (Self-Funded)","NY","PPO","Yes",4,4.5,4,"Commercial"
"1277",4.5,"CDPHP Universal Benefits","NY","PPO","Yes",4,4.5,4,"Commercial"
"1373",4.5,"HealthNow New York","NY","HMO/POS/PPO","Yes",4.5,4,3.5,"Commercial"
"1471",4.5,"Independent Health Association","NY","HMO/POS","Yes",4,4,3.5,"Commercial"
"1569",4.5,"Martin's Point US Family Health Plan","NY","HMO","Yes",5,3.5,3.5,"Commercial"
"1665",4,"Empire BlueCross BlueShield","NY","HMO/POS","Yes",3.5,3.5,3.5,"Commercial"
"1761",4,"Excellus BlueCross BlueShield","NY","HMO/POS/PPO","Yes",3,4,3.5,"Commercial"
"1858",4,"MVP Health Care","NY","HMO/POS","Yes",4,3.5,3.5,"Commercial"
"1955",4,"Univera Healthcare","NY","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial"
"2049",3.5,"Aetna Health (New York)","NY","HMO/POS","Yes",3.5,2.5,2.5,"Commercial"
"2146",3.5,"Aetna Life Insurance Company (New York)","NY","PPO","Yes",2.5,3,3.5,"Commercial"
"2238",3.5,"Cigna Health and Life Insurance","NY","HMO/POS/PPO","Yes",2.5,3.5,3,"Commercial"
"2335",3.5,"Connecticut General Life Insurance (Cigna)","NY","HMO/POS/PPO","Yes",2.5,3.5,3,"Commercial"
