"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1481",3.5,"Health Net Health Plan of Oregon, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H6815","OR","HMO","No",3,3,3.5,"Medicare"
"1575",3.5,"Health Plan of CareOregon
                                    
                                        
                                    

                                    
                                        CMS Contract: H5859","OR","POS","Yes",2.5,3,3,"Medicare"
"1669",3,"AllCare Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3810","OR","HMO","No",3.5,2.5,3.5,"Medicare"
"1765",3,"Health Net Life Insurance Company (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5520","OR","PPO","No",3,3,3,"Medicare"
"1857",3,"Moda Health Plan, Inc. (Oregon)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3813","OR","PPO","No",3.5,3.5,3,"Medicare"
"1955",3,"PacificSource Community Health Plans Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3864","OR","HMO/POS","No",3,3,3,"Medicare"
"2047",3,"PacificSource Community Health Plans Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4754","OR","PPO","No",3.5,2,3,"Medicare"
"2143",3,"Regence BlueCross BlueShield of Oregon
                                    
                                        
                                    

                                    
                                        CMS Contract: H3817","OR","PPO","No (In process)",3.5,3.5,3,"Medicare"
"2238",3,"Samaritan Advantage Health Plans HMO
                                    
                                        
                                    

                                    
                                        CMS Contract: H3811","OR","HMO","No",3,3.5,3,"Medicare"
"2334",3,"Trillium Community Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H2174","OR","HMO","Yes",1.5,2,2.5,"Medicare"
"2427",2.5,"ATRIO Health Plans, Inc. †
                                    
                                        
                                    

                                    
                                        CMS Contract: H3814","OR","HMO","No",2,2,2.5,"Medicare"
"2524",2.5,"ATRIO Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H6743","OR","PPO","No",2.5,2.5,2.5,"Medicare"
"2622",2.5,"ATRIO Health Plans, Inc. †
                                    
                                        
                                    

                                    
                                        CMS Contract: H5995","OR","HMO","No",2,2,2.5,"Medicare"
"2718",NA,"Moda Health Plan, Inc. (Oregon)
                                    
                                        
                                    

                                    
                                        CMS Contract: H8506","OR","HMO","No",NA,NA,NA,"Medicare"
"2812",NA,"Regence BlueCross BlueShield of Oregon
                                    
                                        
                                    

                                    
                                        CMS Contract: H6237","OR","HMO","No (In process)",NA,2,3,"Medicare"
"2912",12,"12","OR","12","12",12,12,12,"Medicare"
"9105",NA,"Trillium Community Health Plan","OR","HMO","Yes",NA,NA,NA,"Medicaid"
"10103",NA,"FamilyCare, Inc.","OR","HMO","No",NA,NA,NA,"Medicaid"
"1197",NA,"Samaritan Advantage Health Plans HMO","OR","HMO","No",NA,NA,NA,"Medicaid"
"9106",5,"UPMC Benefit Management Services, INC.","PA","HMO","Yes",4.5,4.5,4,"Commercial"
"10104",5,"UPMC Health Coverage, Inc.","PA","HMO","Yes",4.5,4.5,4,"Commercial"
"1198",5,"UPMC Health Plan, Inc.","PA","HMO","Yes",4.5,4.5,4,"Commercial"
"1290",4.5,"Highmark Choice Company","PA","HMO","Yes",4,4,4,"Commercial"
"1388",4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","PA","HMO","Yes",5,3.5,3.5,"Commercial"
"1482",4.5,"UPMC Benefit Management Services, INC.","PA","PPO","Yes",3,4.5,4,"Commercial"
"1576",4.5,"UPMC Health Network, INC","PA","PPO","Yes",3,4.5,4,"Commercial"
"1670",4.5,"UPMC Health Options, Inc.","PA","PPO","Yes",3,4.5,4,"Commercial"
"1766",4,"Aetna Health Inc. (Pennsylvania) dba HealthAmerica Pennsylvania, Inc.","PA","HMO","Yes",3,3.5,3.5,"Commercial"
"1858",4,"Aetna Life Insurance Company (Pennsylvania)","PA","PPO","Yes",3,3.5,3.5,"Commercial"
"1956",4,"Capital Advantage Insurance Company","PA","POS","Yes",3.5,3.5,3.5,"Commercial"
"2048",4,"Geisinger Health Plan","PA","HMO/POS","Yes",2.5,4,4,"Commercial"
"2144",4,"Geisinger Quality Options","PA","PPO","Yes",3.5,3.5,4,"Commercial"
"2239",4,"HealthAssurance Pennsylvania, Inc.","PA","POS","Yes",3,3.5,3.5,"Commercial"
"2335",4,"Highmark Coverage Advantage","PA","PPO","Yes (Interim)",4,NA,NA,"Commercial"
"2428",4,"Highmark Health Insurance Company (HHIC)","PA","PPO","Yes",2.5,3.5,3.5,"Commercial"
"2525",4,"HMO of Northeastern Pennsylvania, Inc. d/b/a First Priority Health","PA","HMO/POS","Yes",2.5,3.5,3.5,"Commercial"
"2623",4,"Keystone Health Plan Central","PA","HMO","Yes",3.5,3.5,3.5,"Commercial"
"2719",4,"Keystone Health Plan East, Inc.","PA","HMO/POS","Yes",4,3.5,3,"Commercial"
"2813",4,"QCC Insurance Company (Personal Choice)","PA","PPO","Yes",4,3.5,2.5,"Commercial"
"2913",12,"12","PA","12","12",12,12,12,"Commercial"
"9107",4.5,"Geisinger Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H3954","PA","HMO","Yes",3.5,3.5,4,"Medicare"
"10105",4,"Aetna Health Inc. (Pennsylvania)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","PA","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1199",4,"Aetna Health Inc. (Pennsylvania) dba HealthAmerica Pennsylvania, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3959","PA","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1291",4,"Aetna Life Insurance Company (Pennsylvania)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","PA","PPO","Yes",4,4,3.5,"Medicare"
"1389",4,"Geisinger Indemnity Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H3924","PA","PPO","Yes",3.5,3,3.5,"Medicare"
"1483",4,"Highmark Choice Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H3957","PA","HMO","Yes",4,4,3,"Medicare"
"1577",4,"Keystone Health Plan Central
                                    
                                        
                                    

                                    
                                        CMS Contract: H3962","PA","HMO","Yes",4,3.5,3,"Medicare"
"1671",4,"Keystone Health Plan East, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3952","PA","HMO","Yes",4.5,3,3,"Medicare"
"1767",4,"QCC Insurance Company (Personal Choice)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3909","PA","PPO","Yes",4.5,3.5,3,"Medicare"
"1859",4,"UnitedHealthcare Insurance Company - Maryland (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","PA","HMO","No",4,4.5,4,"Medicare"
"1957",4,"UnitedHealthcare of New England, Inc. (MA/RI/VT/NH)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1944","PA","HMO","Yes",3,3.5,3.5,"Medicare"
"2049",4,"UnitedHealthcare of New England, Inc. (PA)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1944","PA","HMO","Yes",3,3.5,3.5,"Medicare"
"2145",4,"UPMC Health Network, INC
                                    
                                        
                                    

                                    
                                        CMS Contract: H5533","PA","PPO","Yes",4,3,3.5,"Medicare"
"2240",4,"UPMC Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3907","PA","HMO","Yes",4.5,3.5,3.5,"Medicare"
"2336",3.5,"HealthAssurance Pennsylvania, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5522","PA","PPO","No",4,3.5,3.5,"Medicare"
"2429",3.5,"Highmark Senior Health Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H3916","PA","PPO","Yes",4,3.5,3,"Medicare"
"2526",3,"Cigna-HealthSpring Pennsylvania, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3949","PA","HMO","Yes - Under Review by NCQA",2.5,3,3,"Medicare"
"2624",3,"Health Partners Plans
                                    
                                        
                                    

                                    
                                        CMS Contract: H9207","PA","HMO","No",2,3,3,"Medicare"
"2720",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","PA","PPO","No",3.5,3,3,"Medicare"
"2814",3,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","PA","PPO","No",3.5,2.5,3,"Medicare"
"2914",12,"12","PA","12","12",12,12,12,"Medicare"
"9108",4.5,"Health Partners Plans","PA","HMO","Yes",3,4.5,4,"Medicaid"
"10106",4.5,"UPMC For You, INC
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",3.5,4,4,"Medicaid"
"11100",4.5,"Vista Health Plan DBA AmeriHealth Caritas Pennsylvania","PA","HMO","Yes",3.5,4,3.5,"Medicaid"
"1292",4,"Geisinger Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: GHP Family","PA","HMO","Yes",3,3.5,4,"Medicaid"
"1390",4,"Vista Health Plan DBA Keystone First
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",3,4,3.5,"Medicaid"
"1484",3.5,"Aetna Better Health Inc., a Pennsylvania Corporation","PA","HMO","Yes",3,3,3,"Medicaid"
"1578",3.5,"Gateway Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",3,3,3,"Medicaid"
"1672",3.5,"UnitedHealthcare of Pennsylvania, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",3,3.5,3.5,"Medicaid"
"1768",3.5,"Vista Health Plan DBA AmeriHealth Caritas Northeast","PA","HMO","No (In process)",3.5,3.5,3.5,"Medicaid"
"9109",5,"Tufts Associated Health Maintenance Organization, Inc.","RI","HMO/POS","Yes",3.5,4.5,4.5,"Commercial"
"10107",5,"Tufts Benefit Administrators, Inc.","RI","PPO","Yes",4,4.5,4.5,"Commercial"
"11101",4.5,"Blue Cross & Blue Shield of Rhode Island","RI","PPO","Yes",3.5,4.5,4,"Commercial"
"1293",4.5,"United Healthcare Services, Inc  (Rhode Island)","RI","PPO","Yes",4,4.5,3.5,"Commercial"
"1391",4.5,"UnitedHealthcare Insurance Company - Rhode Island","RI","PPO","Yes",4,4.5,3.5,"Commercial"
"1485",3.5,"Cigna Health and Life Insurance Company - Rhode Island","RI","PPO","Yes",2.5,4,2,"Commercial"
"1579",3.5,"Connecticut General Life Insurance Company - Rhode Island","RI","PPO","Yes",2.5,4,2,"Commercial"
"1673",3,"Aetna Life Insurance Company (Rhode Island)","RI","PPO","Yes",3,3,2,"Commercial"
"1769",NA,"UnitedHealthCare of New England, Inc.","RI","HMO","Yes",NA,NA,NA,"Commercial"
"1860",NA,"Brighton Marine US Family Health Plan","RI","POS","No",NA,NA,NA,"Commercial"
"1958",NA,"Compass Rose Health Plan","RI","PPO","No",NA,NA,NA,"Commercial"
"9110",4,"Aetna Life Insurance Company (Rhode Island)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","RI","PPO","Yes",4,4,3.5,"Medicare"
"10108",4,"UnitedHealthcare of New England, Inc. (MA/RI/VT/NH)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1944","RI","HMO","Yes",3,3.5,3.5,"Medicare"
"11102",3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: R7444","RI","PPO","Yes",3,3,3.5,"Medicare"
"1294",3,"UnitedHealthcare Insurance Company (MASCO) †
                                    
                                        
                                    

                                    
                                        CMS Contract: H2226","RI","HMO","No",2,3.5,3.5,"Medicare"
"1392",NA,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","RI","PPO","Yes",NA,3.5,3,"Medicare"
"1486",NA,"Blue Cross & Blue Shield of Rhode Island
                                    
                                        
                                    

                                    
                                        CMS Contract: H4152","RI","POS","No",NA,NA,NA,"Medicare"
"9111",4.5,"Neighborhood Health Plan of Rhode Island","RI","HMO","Yes",3.5,4.5,4,"Medicaid"
"10109",4.5,"UnitedHealthcare of New England, Inc., Medicaid Managed Care Operations","RI","HMO","Yes",4,4.5,4,"Medicaid"
"9112",3.5,"Aetna Health Inc. (Pennsylvania) – North Carolina dba Coventry Health Care of the Carolinas, Inc.","SC","HMO/POS","Yes",4,3.5,2.5,"Commercial"
"10110",3,"Cigna Health and Life Insurance Company - South Carolina","SC","PPO","Yes",3.5,2.5,2.5,"Commercial"
"11103",3,"Connecticut General Life Insurance Company - South Carolina","SC","PPO","Yes",3.5,2.5,2.5,"Commercial"
"1295",3,"United Healthcare Services, Inc  (South Carolina)","SC","PPO","Yes",3,2.5,2.5,"Commercial"
"1393",3,"UnitedHealthcare Insurance Company (South Carolina)","SC","PPO","Yes",3,2.5,2.5,"Commercial"
"1487",2.5,"Aetna Life Insurance Company (South Carolina)","SC","PPO","Yes",3,2,1.5,"Commercial"
"1580",2.5,"BlueChoice HealthPlan of South Carolina","SC","HMO/POS","Yes",3,2.5,2,"Commercial"
"1674",NA,"Aetna Health Inc. (Pennsylvania) - North Carolina","SC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1770",NA,"Cigna HealthCare of South Carolina, Inc.","SC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1861",NA,"Compass Rose Health Plan","SC","PPO","No",NA,NA,NA,"Commercial"
"9113",4,"Aetna Life Insurance Company (South Carolina)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","SC","PPO","Yes",4,4,3.5,"Medicare"
"10111",3.5,"UnitedHealthcare Insurance Company-South Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H8748","SC","HMO","Yes",3,3,3,"Medicare"
"11104",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","SC","PPO","No",3.5,3,3,"Medicare"
"1296",3,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","SC","PPO","No",3.5,2.5,3,"Medicare"
"1394",2.5,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R9896","SC","PPO","No",3,3,2.5,"Medicare"
"1488",2.5,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H6528","SC","PPO","No",3,2.5,2.5,"Medicare"
"1581",2.5,"Cigna HealthCare of South Carolina, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7020","SC","HMO","No",3,3,2.5,"Medicare"
"1675",2,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R3444","SC","PPO","No",2,1.5,2.5,"Medicare"
"1771",NA,"America's 1st Choice Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4738","SC","PPO","No",NA,1,1,"Medicare"
"1862",NA,"AMERICA'S 1ST CHOICE OF SOUTH CAROLINA, INC.
                                    
                                        
                                    

                                    
                                        CMS Contract: H8170","SC","HMO","No",NA,NA,NA,"Medicare"
"1959",NA,"Harmony Health Plan of Illinois (South Carolina)","SC","HMO","Yes",NA,NA,NA,"Medicare"
"2050",NA,"Molina Healthcare of South Carolina, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H2533","SC","HMO","No",NA,NA,NA,"Medicare"
"2146",NA,"Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","SC","PPO","Yes",NA,3.5,3,"Medicare"
"2241",NA,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","SC","PPO","Yes",NA,1.5,2.5,"Medicare"
"9114",4,"Select Health of South Carolina, Inc.","SC","HMO","Yes",5,3,2.5,"Medicaid"
"10112",3,"Absolute Total Care, Inc.","SC","HMO","Yes",3.5,2.5,2,"Medicaid"
"11105",3,"BlueChoice HealthPlan of South Carolina","SC","HMO","Yes",3.5,2.5,2,"Medicaid"
"1297",3,"Molina Healthcare of South Carolina, LLC","SC","HMO","Yes (Interim)",3.5,2.5,2.5,"Medicaid"
"1395",3,"WellCare of South Carolina, Inc.","SC","HMO","Yes",4,2,2,"Medicaid"
"1489",NA,"Advicare Corporation","SC","HMO","No",NA,NA,NA,"Medicaid"
"9115",4,"Medica Insurance Company (MIC)","SD","PPO","Yes",3,3.5,4,"Commercial"
"10113",4,"Medica Self-Insured (MSI)","SD","PPO","Yes",3,3.5,4,"Commercial"
"11106",4,"Sanford Health Plan","SD","HMO","Yes",3,3,4,"Commercial"
"1298",3,"Avera Health Plans, Inc.","SD","HMO","Yes",3.5,2,3,"Commercial"
"1396",2.5,"Cigna Health and Life Insurance Company - Montana/South Dakota","SD","PPO","Yes",3.5,2,2,"Commercial"
"1490",2.5,"Connecticut General Life Insurance Company - Montana/South Dakota","SD","PPO","Yes",3.5,2,2,"Commercial"
"1582",NA,"Aetna Life Insurance Company (ND/SD/WY/MT)","SD","PPO","Yes",NA,NA,NA,"Commercial"
"1676",NA,"Coventry Health and Life Insurance Company (South Dakota)","SD","PPO","Yes",NA,NA,NA,"Commercial"
"1772",NA,"Compass Rose Health Plan","SD","PPO","No",NA,NA,NA,"Commercial"
"1863",NA,"DAKOTACARE","SD","HMO","No",NA,NA,NA,"Commercial"
"1960",NA,"Wellmark of South Dakota, Inc. d/b/a Wellmark Blue Cross and Blue Shield of South Dakota","SD","PPO","No (Scheduled)",NA,NA,NA,"Commercial"
"9116",4,"Medica Health Plans (MHP)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2450","SD","HMO","No",4,3,4,"Medicare"
"10114",3,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","SD","PPO","No",3.5,3.5,3,"Medicare"
"11107",NA,"Medica Health Plans (MHP) †
                                    
                                        
                                    

                                    
                                        CMS Contract: H2458","SD","HMO","No",NA,NA,NA,"Medicare"
"170",NA,"[ No Data Submitted for Accounts ]","SD","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"9117",4,"BlueCross BlueShield of Tennessee, Inc.","TN","PPO","Yes",4.5,3,3,"Commercial"
"10115",4,"Cigna HealthCare of Tennessee, Inc.","TN","HMO/POS","Yes",4,3,3,"Commercial"
"11108",3.5,"Aetna Health Inc. (Pennsylvania) - Tennessee","TN","HMO/POS","Yes",3.5,NA,2.5,"Commercial"
"1299",3.5,"Cigna Health and Life Insurance Company - Tennessee","TN","PPO","Yes",3.5,3,3,"Commercial"
"1397",3.5,"Connecticut General Life Insurance Company - Tennessee","TN","PPO","Yes",3.5,3,3,"Commercial"
"1491",3.5,"Humana Health Plan Inc. - Tennessee","TN","HMO/POS","Yes",4,2.5,2.5,"Commercial"
"1583",3.5,"UnitedHealthcare Plan of the River Valley, Inc.","TN","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"1677",3.5,"UnitedHealthcare Services Company of the River Valley, Inc.","TN","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"1773",3,"United Healthcare Services, Inc  (Tennessee)","TN","PPO","Yes",3.5,2.5,2.5,"Commercial"
"1864",3,"UnitedHealthcare Insurance Company (Tennessee)","TN","PPO","Yes",3.5,2.5,2.5,"Commercial"
"1961",2.5,"Aetna Life Insurance Company (Tennessee)","TN","PPO","Yes",4,2,1.5,"Commercial"
"2051",NA,"Compass Rose Health Plan","TN","PPO","No",NA,NA,NA,"Commercial"
"9118",4,"Aetna Health Inc. (Pennsylvania) - Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","TN","HMO","Yes",3.5,3.5,3.5,"Medicare"
"10116",4,"Aetna Life Insurance Company (Tennessee)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","TN","PPO","Yes",4,4,3.5,"Medicare"
"11109",4,"Cariten Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4461","TN","HMO","Yes",4,4.5,3.5,"Medicare"
"12100",4,"Humana Insurance Company (Tennessee)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6609","TN","PPO","Yes",4,3.5,3,"Medicare"
"1398",4,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","TN","HMO/POS","Yes",4,4,3,"Medicare"
"1492",3.5,"HealthSpring of Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H4454","TN","HMO","No",3.5,4,3.5,"Medicare"
"1584",3,"HealthSpring of Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H4407","TN","HMO","No",3.5,4,3,"Medicare"
"1678",3,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","TN","PPO","No",3.5,2.5,3,"Medicare"
"1774",2.5,"Harmony Health Plan of Illinois (Tennessee)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5698","TN","HMO","Yes",2,2,2,"Medicare"
"1865",NA,"Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","TN","PPO","Yes",NA,3.5,3,"Medicare"
"1962",NA,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","TN","PPO","Yes",NA,1.5,2.5,"Medicare"
"2052",NA,"UnitedHealthcare Insurance Company (TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0408","TN","HMO/POS","No",NA,2,2.5,"Medicare"
"2147",NA,"BlueCross BlueShield of Tennessee, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7917","TN","PPO","No",NA,NA,NA,"Medicare"
"2242",NA,"BlueCross BlueShield of Tennessee, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H8146","TN","HMO","No",NA,NA,NA,"Medicare"
"2337",NA,"BlueCross BlueShield of Tennessee, Inc. †
                                    
                                        
                                    

                                    
                                        CMS Contract: H3259","TN","HMO","No",NA,NA,NA,"Medicare"
"2430",NA,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations †
                                    
                                        
                                    

                                    
                                        CMS Contract: H0251","TN","HMO","No",NA,NA,NA,"Medicare"
"9119",4,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: BlueCare","TN","HMO","Yes",5,3,3.5,"Medicaid"
"10117",3.5,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: Middle TN","TN","HMO","Yes",3.5,3,3,"Medicaid"
"11110",3.5,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations
                                    
                                        
                                    

                                    
                                        Special Project: East TN","TN","HMO","Yes",3.5,2.5,3.5,"Medicaid"
"12101",3.5,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations
                                    
                                        
                                    

                                    
                                        Special Project: Middle TN","TN","HMO","Yes",3.5,2.5,3,"Medicaid"
"1399",3.5,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: BlueCare-Middle","TN","HMO","Yes",4.5,2,3,"Medicaid"
"1493",3,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations
                                    
                                        
                                    

                                    
                                        Special Project: West TN","TN","HMO","Yes",3,2,2.5,"Medicaid"
"1585",3,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: TennCare Select","TN","HMO","Yes",3.5,2,3,"Medicaid"
"1679",3,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: Blue Care-West","TN","HMO","Yes",4,2,2.5,"Medicaid"
"1775",2.5,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: East TN","TN","HMO","Yes",2.5,2,2.5,"Medicaid"
"1866",2.5,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: West TN","TN","HMO","Yes",3.5,1.5,2.5,"Medicaid"
"9120",4,"Scott and White Health Plan","TX","HMO/POS","Yes",4,3.5,3,"Commercial"
"10118",3.5,"Aetna Health Inc. (Texas)","TX","HMO/POS","Yes",3.5,3,3,"Commercial"
"11111",3.5,"Cigna Health and Life Insurance Company - Texas","TX","PPO","Yes",3.5,3,3,"Commercial"
"12102",3.5,"Community First Health Plans, Inc.","TX","HMO/POS","Yes",2.5,3,3,"Commercial"
"13100",3.5,"Connecticut General Life Insurance Company - Texas","TX","PPO","Yes",3.5,3,3,"Commercial"
"1494",3.5,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Austin, TX","TX","HMO/POS","Yes",2,3,3,"Commercial"
"1586",3.5,"United Healthcare Services, Inc  (Texas)","TX","PPO","Yes",3.5,3,2.5,"Commercial"
"1680",3.5,"UnitedHealthcare Insurance Company (Texas)","TX","PPO","Yes",3.5,3,2.5,"Commercial"
"1776",3,"Aetna Life Insurance Company (Texas)","TX","PPO","Yes",2.5,2.5,3,"Commercial"
"1867",3,"Cigna HealthCare of Texas, Inc.","TX","HMO/POS","Yes",3,2.5,2,"Commercial"
"1963",3,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Houston, TX","TX","HMO/POS","Yes",2.5,2.5,2,"Commercial"
"2053",3,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Corpus Christi, TX","TX","HMO/POS","Yes",3,3,2,"Commercial"
"2148",3,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / San Antonio, TX","TX","HMO/POS","Yes",2.5,2.5,2.5,"Commercial"
"2243",3,"Humana Insurance Company (Texas)","TX","PPO","Yes",2,3,2.5,"Commercial"
"2338",2.5,"CHRISTUS Health Plan","TX","HMO","No",4,2,2,"Commercial"
"2431",NA,"SHA, LLC dba FIRSTCARE","TX","HMO","Yes",NA,NA,NA,"Commercial"
"2527",NA,"TML MultiState Intergovernmental Employee Benefits Pool (TML MultiState IEBP)","TX","PPO","Yes",NA,NA,NA,"Commercial"
"2625",NA,"UnitedHealthcare Benefits of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: Accreditation","TX","HMO","Yes",4,0,0.5,"Commercial"
"2721",NA,"Allegian Health Plans, INC","TX","HMO","No",NA,NA,NA,"Commercial"
"2815",NA,"Blue Cross and Blue Shield of Texas, a Division of Health Care Service Corporation","TX","HMO","No",NA,NA,NA,"Commercial"
"2915",12,"12","TX","12","12",12,12,12,"Commercial"
"9121",4.5,"Scott and White Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H4564","TX","HMO","Yes",5,4,3.5,"Medicare"
"10119",4,"Aetna Life Insurance Company (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","TX","PPO","Yes",4,4,3.5,"Medicare"
"11112",4,"Humana Insurance Company (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6609","TX","PPO","Yes",4,3.5,3,"Medicare"
"12103",4,"KS Plan Administrators, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H0332","TX","HMO","No",4.5,5,4,"Medicare"
"13101",4,"Physicians Health Choice of Texas LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4527","TX","HMO","Yes",2.5,4.5,3.5,"Medicare"
"1495",4,"UnitedHealthcare Insurance Company - Maryland (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","TX","HMO","No",4,4.5,4,"Medicare"
