"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"2823",3,"Keystone Health Plan Central
                                    
                                        
                                    

                                    
                                        CMS Contract: H3962","PA","HMO","No",3.5,4,3,"Medicare"
"2921",12,"12","PA","12","12",12,12,12,"Medicare"
"9108",4.5,"Health Partners Plans","PA","HMO","Yes",3.5,4.5,4,"Medicaid"
"10106",4,"Geisinger Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: GHP Family","PA","HMO","Yes",3.5,3,4,"Medicaid"
"11100",4,"UPMC For You, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",3,3.5,3.5,"Medicaid"
"1294",4,"Vista Health Plan DBA AmeriHealth Caritas Northeast","PA","HMO","Yes",4,2.5,3.5,"Medicaid"
"1389",4,"Vista Health Plan DBA AmeriHealth Caritas Pennsylvania","PA","HMO","Yes",3.5,4,3.5,"Medicaid"
"1484",4,"Vista Health Plan DBA Keystone First
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",2.5,4,3.5,"Medicaid"
"1584",3.5,"Aetna Better Health Inc., a Pennsylvania Corporation","PA","HMO","Yes",3,2.5,3,"Medicaid"
"1681",3.5,"Gateway Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",3,3,3,"Medicaid"
"1779",3.5,"UnitedHealthcare of Pennsylvania, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",2.5,3.5,3,"Medicaid"
"9109",4.5,"Blue Cross & Blue Shield of Rhode Island","RI","PPO","Yes",4,4.5,3.5,"Commercial"
"10107",4.5,"Tufts Associated Health Maintenance Organization, Inc.","RI","HMO/POS/EPO","Yes",3,4.5,4.5,"Commercial"
"11101",4.5,"United Healthcare Services, Inc  (Rhode Island)","RI","PPO","Yes",4.5,4.5,3,"Commercial"
"1295",4.5,"UnitedHealthcare Insurance Company (Rhode Island)","RI","PPO","Yes",4.5,4.5,3,"Commercial"
"1390",3.5,"Cigna Health and Life Insurance Company - Rhode Island","RI","PPO","Yes",2.5,3.5,2.5,"Commercial"
"1485",1.5,"American Postal Workers Union Health Plan","RI","PPO","No",4,0.5,1.5,"Commercial"
"1585",NA,"Aetna Life Insurance Company (Rhode Island)","RI","PPO/EPO","Yes",NA,NA,NA,"Commercial"
"1682",NA,"Blue Cross & Blue Shield of Rhode Island","RI","POS","Yes",NA,NA,NA,"Commercial"
"1780",NA,"UnitedHealthCare of New England, Inc.","RI","HMO","Yes",NA,NA,NA,"Commercial"
"1873",NA,"Brighton Marine US Family Health Plan","RI","POS","No",NA,NA,NA,"Commercial"
"1969",NA,"Compass Rose Health Plan","RI","PPO","No",NA,NA,NA,"Commercial"
"2063",NA,"Government Employees Health Association, Inc.","RI","PPO","No",NA,NA,NA,"Commercial"
"2158",NA,"National Association of Letter Carriers Health Benefit Plan","RI","PPO","No",NA,NA,NA,"Commercial"
"2254",NA,"Special Agents Mutual Benefit Association","RI","PPO","No",NA,NA,NA,"Commercial"
"9110",4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","RI","PPO","Yes",4,5,3.5,"Medicare"
"10108",4,"UnitedHealthcare of New England, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1944","RI","HMO","Yes",3.5,3.5,3.5,"Medicare"
"11102",3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: R7444","RI","PPO","Yes",3,3.5,2.5,"Medicare"
"1296",3.5,"UnitedHealthcare Insurance Company (RI/MA)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","RI","PPO","Yes",3,3.5,3,"Medicare"
"1391",2.5,"Oxford Health Plans of New Jersey (Medicare) †
                                    
                                        
                                    

                                    
                                        CMS Contract: H3113","RI","HMO","No",2,3,3,"Medicare"
"1486",NA,"Neighborhood Health Plan of Rhode Island
                                    
                                        
                                    

                                    
                                        CMS Contract: H9576","RI","HMO","No",NA,0,3.5,"Medicare"
"1586",NA,"Blue Cross & Blue Shield of Rhode Island
                                    
                                        
                                    

                                    
                                        CMS Contract: H4152","RI","POS","No",NA,NA,NA,"Medicare"
"9111",4.5,"Neighborhood Health Plan of Rhode Island","RI","HMO","Yes",4.5,4.5,3.5,"Medicaid"
"10109",4.5,"UnitedHealthcare of New England, Inc.dba UnitedHealthcare Community Plan (RI)","RI","HMO","Yes",3.5,4.5,4,"Medicaid"
"9112",3,"Aetna Life Insurance Company (South Carolina)","SC","PPO/EPO","Yes",4.5,2,2.5,"Commercial"
"10110",3,"United Healthcare Services, Inc  (South Carolina)","SC","PPO","Yes",2.5,2.5,2.5,"Commercial"
"11103",3,"UnitedHealthcare Insurance Company (South Carolina)","SC","PPO","Yes",2.5,2.5,2.5,"Commercial"
"1297",2.5,"BlueChoice HealthPlan of South Carolina","SC","HMO/POS","No",2.5,2.5,2.5,"Commercial"
"1392",2.5,"Cigna Health and Life Insurance Company - South Carolina","SC","PPO","Yes",2.5,2.5,2,"Commercial"
"1487",1.5,"American Postal Workers Union Health Plan","SC","PPO","No",4,0.5,1.5,"Commercial"
"1587",NA,"Aetna Health Inc. (Pennsylvania) - North Carolina","SC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1683",NA,"Aetna Health Inc. (Pennsylvania) - North Carolina dba Coventry Health Care of the Carolinas, Inc.","SC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1781",NA,"Cigna HealthCare of South Carolina, Inc.","SC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1874",NA,"Compass Rose Health Plan","SC","PPO","No",NA,NA,NA,"Commercial"
"1970",NA,"Government Employees Health Association, Inc.","SC","PPO","No",NA,NA,NA,"Commercial"
"2064",NA,"National Association of Letter Carriers Health Benefit Plan","SC","PPO","No",NA,NA,NA,"Commercial"
"2159",NA,"Special Agents Mutual Benefit Association","SC","PPO","No",NA,NA,NA,"Commercial"
"9113",4,"Aetna Life Insurance Company (South Carolina)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","SC","PPO","Yes",3.5,4,3.5,"Medicare"
"10111",4,"Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","SC","PPO","Yes",4,5,3.5,"Medicare"
"11104",3.5,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","SC","PPO","Yes",3,3.5,3,"Medicare"
"1298",3.5,"UnitedHealthcare Insurance Company-South Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H8748","SC","HMO","Yes",3,3,3,"Medicare"
"1393",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","SC","PPO","No",4,3,3,"Medicare"
"1488",2.5,"Cigna HealthCare of South Carolina, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7020","SC","HMO","No",2.5,3,2.5,"Medicare"
"1588",2.5,"Harmony Health Plan of Illinois (South Carolina)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1416","SC","HMO","Yes",2.5,2,2,"Medicare"
"1684",2.5,"Molina Healthcare of South Carolina, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H2533","SC","HMO","No",2.5,2,2.5,"Medicare"
"1782",2.5,"Select Health of South Carolina, Inc (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H8213","SC","HMO","No",3.5,2.5,2.5,"Medicare"
"1875",NA,"AMERICA'S 1ST CHOICE OF SOUTH CAROLINA, INC.
                                    
                                        
                                    

                                    
                                        CMS Contract: H8170","SC","HMO","No (Scheduled)",NA,1,NA,"Medicare"
"1971",NA,"Humana Insurance Company (Georgia)
                                    
                                        
                                    

                                    
                                        CMS Contract: R3392","SC","PPO","No",NA,1.5,2.5,"Medicare"
"9114",4,"Select Health of South Carolina, Inc.","SC","HMO","Yes",4.5,3.5,2.5,"Medicaid"
"10112",3.5,"Absolute Total Care, Inc.","SC","HMO","Yes",4.5,3,2,"Medicaid"
"11105",3.5,"BlueChoice HealthPlan of South Carolina","SC","HMO","Yes",4,3,2.5,"Medicaid"
"1299",3,"Molina Healthcare of South Carolina, LLC","SC","HMO","Yes",4,2.5,2.5,"Medicaid"
"1394",3,"WellCare of South Carolina, Inc.","SC","HMO","Yes",3.5,2.5,2,"Medicaid"
"9115",4,"Avera Health Plans, Inc.","SD","HMO","Yes",4,3.5,3,"Commercial"
"10113",4,"Medica Insurance Company (MIC)","SD","PPO","Yes",3.5,3.5,3.5,"Commercial"
"11106",4,"Medica Self-Insured (MSI)","SD","PPO","Yes",3.5,3.5,3.5,"Commercial"
"12100",4,"Sanford Health Plan","SD","HMO","Yes",3,4,3.5,"Commercial"
"1395",3,"Cigna Health and Life Insurance Company - Montana/South Dakota","SD","PPO","Yes",3,2,2.5,"Commercial"
"1489",1.5,"American Postal Workers Union Health Plan","SD","PPO","No",4,0.5,1.5,"Commercial"
"1589",NA,"Aetna Life Insurance Company (South Dakota)","SD","PPO/EPO","Yes",NA,NA,NA,"Commercial"
"1685",NA,"UnitedHealthcare Military & Veterans Services, LLC","SD","POS","Yes",NA,NA,NA,"Commercial"
"1783",NA,"Wellmark of South Dakota, Inc. d/b/a Wellmark Blue Cross and Blue Shield of South Dakota","SD","PPO","Yes",NA,NA,NA,"Commercial"
"1876",NA,"Compass Rose Health Plan","SD","PPO","No",NA,NA,NA,"Commercial"
"1972",NA,"Government Employees Health Association, Inc.","SD","PPO","No",NA,NA,NA,"Commercial"
"2065",NA,"National Association of Letter Carriers Health Benefit Plan","SD","PPO","No",NA,NA,NA,"Commercial"
"2160",NA,"Special Agents Mutual Benefit Association","SD","PPO","No",NA,NA,NA,"Commercial"
"9116",4,"Sierra Health and Life Insurance Company, Inc. (CO,MT,ND,SD,UT,WY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","SD","PPO","Yes",4,5,3.5,"Medicare"
"10114",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","SD","PPO","No",4,3.5,3.5,"Medicare"
"11107",3,"CHA HMO, Inc (Hawaii/Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0028","SD","HMO","No",2,3,3.5,"Medicare"
"12101",NA,"Medica Health Plans (MHP)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2450","SD","HMO","No",NA,NA,NA,"Medicare"
"170",NA,"[ No Data Submitted for Accounts ]","SD","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"9117",4,"Humana Health Plan Inc. (Tennessee)","TN","HMO/POS","Yes",4,3.5,3,"Commercial"
"10115",4,"UnitedHealthcare Plan of the River Valley, Inc.","TN","HMO/POS","Yes",3.5,3.5,3,"Commercial"
"11108",3.5,"BlueCross BlueShield of Tennessee, Inc.","TN","PPO","Yes",4.5,3,3,"Commercial"
"12102",3.5,"Cigna Health and Life Insurance Company - Tennessee","TN","PPO/EPO","Yes",4,3,2.5,"Commercial"
"1396",3.5,"United HealthCare Services, Inc. (Tennessee)","TN","PPO","Yes",3.5,3,2.5,"Commercial"
"1490",3.5,"UnitedHealthcare Insurance Company (Tennessee)","TN","PPO","Yes",3.5,3,2.5,"Commercial"
"1590",3,"Aetna Health Inc. (Pennsylvania) - Tennessee","TN","HMO/POS","Yes",4,NA,2,"Commercial"
"1686",3,"Aetna Life Insurance Company (Tennessee)","TN","PPO/EPO","Yes",4,2.5,2.5,"Commercial"
"1784",1.5,"American Postal Workers Union Health Plan","TN","PPO","No",4,0.5,1.5,"Commercial"
"1877",NA,"Cigna HealthCare of Tennessee, Inc.","TN","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1973",NA,"Compass Rose Health Plan","TN","PPO","No",NA,NA,NA,"Commercial"
"2066",NA,"Government Employees Health Association, Inc.","TN","PPO","No",NA,NA,NA,"Commercial"
"2161",NA,"National Association of Letter Carriers Health Benefit Plan","TN","PPO","No",NA,NA,NA,"Commercial"
"2255",NA,"Special Agents Mutual Benefit Association","TN","PPO","No",NA,NA,NA,"Commercial"
"9118",4,"Aetna Health Inc. (Pennsylvania) - Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","TN","HMO","Yes",3.5,3,3.5,"Medicare"
"10116",4,"Aetna Life Insurance Company (Tennessee)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","TN","PPO","Yes",3.5,4,3.5,"Medicare"
"11109",4,"Cariten Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4461","TN","HMO","Yes",4.5,4.5,3,"Medicare"
"12103",4,"Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","TN","PPO","Yes",4,5,3.5,"Medicare"
"1397",3.5,"HealthSpring of Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H4454","TN","HMO","No",3.5,4.5,3.5,"Medicare"
"1491",3.5,"Humana Insurance Company (Tennessee)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5216","TN","PPO","Yes",3.5,4,3,"Medicare"
"1591",3.5,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","TN","PPO","Yes",3,3.5,3,"Medicare"
"1687",3.5,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","TN","HMO/POS","Yes",3.5,4,3,"Medicare"
"1785",3,"HealthSpring of Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H4407","TN","HMO","No",3.5,4,3,"Medicare"
"1878",2.5,"Harmony Health Plan of Illinois (Tennessee)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1416","TN","HMO/POS","Yes",2.5,2,2,"Medicare"
"1974",NA,"Humana Insurance Company (Alabama)
                                    
                                        
                                    

                                    
                                        CMS Contract: R7315","TN","PPO","No",NA,1,2.5,"Medicare"
"2067",NA,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H7200","TN","HMO","No",NA,NA,NA,"Medicare"
"2162",NA,"BlueCross BlueShield of Tennessee, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7917","TN","PPO","No",NA,NA,NA,"Medicare"
"2256",NA,"BlueCross BlueShield of Tennessee, Inc. †
                                    
                                        
                                    

                                    
                                        CMS Contract: H3259","TN","HMO","No",NA,NA,NA,"Medicare"
"2345",NA,"UnitedHealthcare Plan of the River Valley, Inc. dba UnitedHealthcare Community Plan (TN) †
                                    
                                        
                                    

                                    
                                        CMS Contract: H0251","TN","HMO","No",NA,NA,NA,"Medicare"
"9119",3.5,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: Middle TN","TN","HMO","Yes",3,3,3,"Medicaid"
"10117",3.5,"UnitedHealthcare Plan of the River Valley, Inc. dba UnitedHealthcare Community Plan (TN)
                                    
                                        
                                    

                                    
                                        Special Project: East TN","TN","HMO","Yes",4,2.5,3,"Medicaid"
"11110",3.5,"UnitedHealthcare Plan of the River Valley, Inc. dba UnitedHealthcare Community Plan (TN)
                                    
                                        
                                    

                                    
                                        Special Project: Middle TN","TN","HMO","Yes",4,3,3,"Medicaid"
"12104",3.5,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: BlueCare","TN","HMO","Yes",4.5,3,3,"Medicaid"
"1398",3.5,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: TennCare Select","TN","HMO","Yes",4.5,1.5,3,"Medicaid"
"1492",3,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: East TN","TN","HMO","Yes",3,2,2.5,"Medicaid"
"1592",3,"UnitedHealthcare Plan of the River Valley, Inc. dba UnitedHealthcare Community Plan (TN)
                                    
                                        
                                    

                                    
                                        Special Project: West TN","TN","HMO","Yes",3.5,2,2.5,"Medicaid"
"1688",3,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: Blue Care-West","TN","HMO","Yes",4,2.5,2.5,"Medicaid"
"1786",3,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: BlueCare-Middle","TN","HMO","Yes",3,2.5,2.5,"Medicaid"
"1879",2.5,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: West TN","TN","HMO","Yes",3,2,2,"Medicaid"
"1975",NA,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee","TN","PPO","Yes",NA,NA,NA,"Medicaid"
"9120",3.5,"Community First Health Plans, Inc.","TX","HMO/POS","Yes",3.5,3.5,2.5,"Commercial"
"10118",3.5,"Scott and White Health Plan","TX","HMO/POS","Yes",4,3.5,3,"Commercial"
"11111",3.5,"United HealthCare Services, Inc. (Texas)","TX","PPO","Yes",NA,3,2.5,"Commercial"
"12105",3.5,"UnitedHealthcare Insurance Company (Texas)","TX","PPO","Yes",NA,3,2.5,"Commercial"
"1399",3,"Aetna Health Inc. (Texas)","TX","HMO/POS","Yes",3.5,2.5,2.5,"Commercial"
"1493",3,"Aetna Life Insurance Company (Texas)","TX","PPO/EPO","Yes",2.5,2.5,2.5,"Commercial"
"1593",3,"Cigna Health and Life Insurance Company - Texas","TX","PPO","Yes",2.5,2.5,2.5,"Commercial"
"1689",3,"Cigna HealthCare of Texas, Inc.","TX","HMO/POS","Yes",3.5,2.5,2,"Commercial"
"1787",3,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Austin, TX","TX","HMO/POS","Yes",3,2.5,2.5,"Commercial"
"1880",3,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Corpus Christi, TX","TX","HMO/POS","Yes",NA,3,2,"Commercial"
"1976",3,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / San Antonio, TX","TX","HMO/POS","Yes",2.5,2.5,2.5,"Commercial"
"2068",3,"Humana Insurance Company (Texas)","TX","PPO","Yes",NA,3,2,"Commercial"
"2163",3,"SHA, LLC dba FIRSTCARE
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Abilene, TX","TX","HMO","Yes",2.5,2.5,2.5,"Commercial"
"2257",3,"SHA, LLC dba FIRSTCARE
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Amarillo, TX","TX","HMO","Yes",3.5,2,2,"Commercial"
"2346",3,"SHA, LLC dba FIRSTCARE
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Lubbock, TX","TX","HMO","Yes",3,2,2,"Commercial"
"2436",2.5,"CHRISTUS Health Plan","TX","HMO","No (Scheduled)",4.5,2,2,"Commercial"
"2530",2.5,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Houston, TX","TX","HMO/POS","Yes",2.5,2,2.5,"Commercial"
"2628",2.5,"SHA, LLC dba FIRSTCARE
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Commercial / Waco, TX","TX","HMO","Yes",2.5,2,2,"Commercial"
"2725",1.5,"American Postal Workers Union Health Plan","TX","PPO","No",4,0.5,1.5,"Commercial"
"2824",NA,"Blue Cross and Blue Shield of Texas, a Division of Health Care Service Corporation (FEP)
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","TX","PPO","Yes",NA,NA,NA,"Commercial"
"2922",12,"12","TX","12","12",12,12,12,"Commercial"
"9121",4,"Aetna Life Insurance Company (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","TX","PPO","Yes",3.5,4,3.5,"Medicare"
"10119",4,"KS Plan Administrators, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H0332","TX","HMO","No",4.5,4.5,3.5,"Medicare"
"11112",4,"Physicians Health Choice of Texas LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4527","TX","HMO","Yes",3,4,3.5,"Medicare"
"12106",4,"Scott and White Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H4564","TX","HMO","No",4.5,4.5,4,"Medicare"
"13100",4,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","TX","HMO/POS","No",3.5,4.5,4,"Medicare"
"1494",4,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","TX","PPO","Yes",4,5,3.5,"Medicare"
"1594",4,"UnitedHealthcare Benefits of Texas, Inc.(Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H4590","TX","HMO","Yes",3.5,4,3.5,"Medicare"
"1690",3.5,"Aetna Health Inc. (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H4523","TX","HMO","Yes",2.5,2,3.5,"Medicare"
"1788",3.5,"Humana Health Plan, Inc. (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2649","TX","HMO","Yes",2.5,3,3,"Medicare"
"1881",3.5,"Humana Insurance Company (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5216","TX","PPO","Yes",3.5,4,3,"Medicare"
"1977",3.5,"Texas HealthSpring, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4513","TX","HMO","No",3,4.5,3.5,"Medicare"
"2069",3.5,"UnitedHealthcare Insurance Company (AR,LA,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","TX","PPO","Yes",3,3.5,3,"Medicare"
"2164",3,"Care N' Care Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H6328","TX","PPO","No",3.5,3,2.5,"Medicare"
"2258",3,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H7787","TX","PPO","No",3,3.5,3,"Medicare"
"2347",3,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H8423","TX","HMO","No",3,3,3,"Medicare"
"2437",3,"Insurance Company of Scott and White
                                    
                                        
                                    

                                    
                                        CMS Contract: H8237","TX","HMO","No",4,3.5,3,"Medicare"
"2531",3,"SelectCare of Texas, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4506","TX","HMO","No",3.5,3.5,3,"Medicare"
"2629",3,"UnitedHealthcare Community Plan of Texas, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4514","TX","HMO","Yes",3,3,2,"Medicare"
"2726",3,"WellCare of Texas, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1264","TX","HMO/POS","Yes",2,3,2.5,"Medicare"
"2825",2.5,"Care Improvement Plus of Texas Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R6801","TX","PPO","No",3,2.5,2.5,"Medicare"
"2923",12,"12","TX","12","12",12,12,12,"Medicare"
"9122",3.5,"AMERIGROUP Texas, Inc.","TX","HMO","Yes",3,3,2.5,"Medicaid"
"10120",3.5,"Scott and White Health Plan
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Medicaid / Central, TX","TX","HMO","No",4,3.5,3,"Medicaid"
"11113",3.5,"Superior HealthPlan, Inc","TX","HMO","Yes",3.5,3,3,"Medicaid"
"12107",3,"Aetna Better Health of Texas","TX","HMO","Yes",3,3,2.5,"Medicaid"
"13101",3,"Amerigroup Insurance Company","TX","HMO","Yes",3.5,2,2.5,"Medicaid"
"1495",3,"Community First Health Plans, Inc.","TX","HMO","Yes",2.5,3.5,2,"Medicaid"
"1595",3,"Molina Healthcare of Texas, Inc.","TX","HMO","Yes",2.5,2.5,2.5,"Medicaid"
"1691",3,"SHA, LLC dba FIRSTCARE","TX","HMO","Yes",3.5,2.5,2,"Medicaid"
"1789",2.5,"Parkland Community Health Plan","TX","HMO","No",3.5,3,2,"Medicaid"
"1882",2.5,"Texas Children's Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: STAR","TX","HMO","No",3,3,2,"Medicaid"
"1978",NA,"CHRISTUS Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: STAR","TX","HMO","No",NA,2.5,1.5,"Medicaid"
"2070",NA,"Community Health Choice, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: CAHPS Sum Only","TX","HMO","No",3.5,NA,NA,"Medicaid"
"2165",NA,"Driscoll Children's Health Plan","TX","HMO","No",NA,1,0.5,"Medicaid"
"2259",NA,"Blue Cross and Blue Shield of Texas, a Division of Health Care Service Corporation","TX","HMO","No (Scheduled)",NA,NA,NA,"Medicaid"
"2348",NA,"Cook Children's Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: STAR","TX","HMO","No",NA,NA,NA,"Medicaid"
"2438",NA,"Superior HealthPlan Network
                                    
                                        
                                    

                                    
                                        Special Project: STAR","TX","HMO","No",NA,NA,NA,"Medicaid"
"2532",NA,"Superior HealthPlan Network
                                    
                                        
                                    

                                    
                                        Special Project: STAR+PLUS","TX","HMO","No",NA,NA,NA,"Medicaid"
"2630",NA,"United Healthcare - Texas","TX","HMO","No",NA,NA,NA,"Medicaid"
"9123",4,"Aetna Health of Utah, Inc.","UT","HMO/POS","Yes",4,2.5,3.5,"Commercial"
"10121",4,"SelectHealth Inc.","UT","HMO/POS","Yes",3.5,3.5,4,"Commercial"
"11114",3.5,"United HealthCare Services, Inc. (Utah)","UT","PPO","Yes",2.5,2.5,3,"Commercial"
"12108",3.5,"UnitedHealthcare Insurance Company (Utah)","UT","PPO","Yes",2.5,2.5,3,"Commercial"
"13102",3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.","UT","HMO/POS","Yes",2,2,3,"Commercial"
"1496",3,"Aetna Life Insurance Company (Utah)","UT","PPO/EPO","Yes",3,2,3,"Commercial"
"1596",3,"Humana Insurance Company (Utah)","UT","PPO","Yes",NA,2.5,2.5,"Commercial"
"1692",3,"Regence BlueCross BlueShield of Utah","UT","PPO","Yes",3,2.5,2.5,"Commercial"
"1790",2.5,"Cigna Health and Life Insurance Company - Utah","UT","PPO/EPO","Yes",2,1.5,2.5,"Commercial"
"1883",1.5,"American Postal Workers Union Health Plan","UT","PPO","No",4,0.5,1.5,"Commercial"
"1979",NA,"UnitedHealthcare Military & Veterans Services, LLC","UT","POS","Yes",NA,NA,NA,"Commercial"
"2071",NA,"University of Utah Health Insurance Plans","UT","PPO/EPO","Yes (Interim)",NA,2,NA,"Commercial"
"2166",NA,"Compass Rose Health Plan","UT","PPO","No",NA,NA,NA,"Commercial"
"2260",NA,"Government Employees Health Association, Inc.","UT","PPO","No",NA,NA,NA,"Commercial"
"2349",NA,"National Association of Letter Carriers Health Benefit Plan","UT","PPO","No",NA,NA,NA,"Commercial"
"2439",NA,"Special Agents Mutual Benefit Association","UT","PPO","No",NA,NA,NA,"Commercial"
"2533",NA,"UnitedHealthCare of Utah, Inc.","UT","HMO/POS","No",NA,NA,NA,"Commercial"
"9124",4,"Aetna Life Insurance Company (Utah)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","UT","PPO","Yes",3.5,4,3.5,"Medicare"
"10122",4,"Regence BlueCross BlueShield of Utah
                                    
                                        
                                    

                                    
                                        CMS Contract: H4605","UT","PPO","Yes",4.5,3.5,3.5,"Medicare"
